County,State,Air_Pollution_Score
Prentiss County,MS,0.8628571428571413
Preston County,WV,0.5425396825396825
Prince George County,VA,0.392412623539982
Prince George's County,MD,0.44864854746930216
Prince William County,VA,0.44864854746930216
Providence County,RI,0.3493333333333333
Pulaski County,AR,0.5061172506738544
Pulaski County,KY,0.8399999999999999
Putnam County,FL,0.3546666666666667
Putnam County,NY,0.3789288210042927
Putnam County,WV,0.38657502246181485
Queen Anne's County,MD,0.49842917041030244
Queens County,NY,0.3789288210042927
Ramsey County,MN,0.39595857043026833
Randolph County,NC,0.7735714285714286
Rappahannock County,VA,0.44864854746930216
Ray County,MO,0.38596292303084756
Rensselaer County,NY,0.4879523809523809
Richland County,SC,0.7355952380952381
Richland Parish,LA,0.7452380952380951
Richmond County,GA,0.7867857142857135
Richmond County,NY,0.3789288210042927
Richmond city,VA,0.392412623539982
Riverside County,CA,0.5109603374263751
Roane County,TN,0.8657142857142857
Roanoke County,VA,0.3247798742138364
Roanoke city,VA,0.3247798742138364
Robertson County,TN,0.5222641509433962
Rock County,WI,0.9885714285714284
Rock Island County,IL,0.4883333333333333
Rockdale County,GA,0.5735079365079365
Rockingham County,NC,0.7735714285714286
Rockingham County,NH,0.34346031746031747
Rockland County,NY,0.3789288210042927
Rockwall County,TX,0.5075667115902965
Rogers County,OK,0.47187017070979337
Routt County,CO,0.42133333333333334
Rowan County,NC,0.5726205450733753
Rusk County,TX,0.4661814914645103
Russell County,AL,0.8514285714285713
Rutherford County,TN,0.5222641509433962
Rutland County,VT,0.1960796645702306
Río Grande Municipio,PR,0.6511666666666667
Sacramento County,CA,0.47667656184486373
Sagadahoc County,ME,0.897142857142857
Salem County,NJ,0.38780988319856247
Salem city,VA,0.3247798742138364
Saline County,AR,0.5061172506738544
Salt Lake County,UT,0.517086672656484
Saluda County,SC,0.7355952380952381
San Benito County,CA,0.9057142857142856
San Bernardino County,CA,0.5109603374263751
San Diego County,CA,0.5360756963162623
San Francisco County,CA,0.3423873515024458
San Jacinto County,TX,0.45472457821703105
San Joaquin County,CA,0.7063492063492062
San Juan County,NM,0.5270619946091645
San Juan Municipio,PR,0.6511666666666667
San Lorenzo Municipio,PR,0.6511666666666667
San Luis Obispo County,CA,0.2897334531296795
San Mateo County,CA,0.3423873515024458
San Patricio County,TX,0.5468730158730158
Sandoval County,NM,0.5624060497154837
Santa Barbara County,CA,0.22279634621144054
Santa Clara County,CA,0.9057142857142856
Santa Cruz County,AZ,0.785
Santa Cruz County,CA,0.6088095238095239
Santa Rosa County,FL,0.5601587301587296
Sarasota County,FL,0.5936190476190472
Saratoga County,NY,0.4879523809523809
Sarpy County,NE,0.5221333333333334
Sauk County,WI,0.9342857142857142
Saunders County,NE,0.5221333333333334
Schenectady County,NY,0.4879523809523809
Schley County,GA,0.8514285714285713
Schoharie County,NY,0.4879523809523809
Scioto County,OH,0.38066666666666665
Scott County,IA,0.4883333333333333
Scott County,KY,0.4245846810422282
Scott County,MN,0.39595857043026833
Scott County,VA,0.7272619047619047
Sedgwick County,KS,0.46012506738544473
Seminole County,FL,0.32548547469302186
Sequatchie County,TN,0.799047619047619
Sevier County,TN,0.8914285714285713
Seward County,NE,0.7021428571428565
Shasta County,CA,0.6662380952380952
Sheboygan County,WI,1.0742857142857143
Shelby County,AL,0.4518203174603174
Shelby County,IN,0.5999404761904762
Shelby County,KY,0.5204761904761904
Shelby County,TN,0.9628571428571427
Sherburne County,MN,0.39595857043026833
Sheridan County,WY,0.5566666666666666
Silver Bow County,MT,0.6094999999999999
Skamania County,WA,0.6322486772486772
Smith County,TN,0.5222641509433962
Smith County,TX,0.4941239892183288
Snohomish County,WA,0.7348809523809516
Solano County,CA,0.3583473095737246
Somerset County,MD,0.7446428571428572
Somerset County,NJ,0.3789288210042927
Somerset County,PA,0.8685714285714284
Sonoma County,CA,0.3777333333333333
South Central Connecticut Planning Region,CT,0.8478571428571429
Spalding County,GA,0.5735079365079365
Spartanburg County,SC,0.9228571428571428
Spencer County,KY,0.5204761904761904
Spokane County,WA,0.857142857142857
Spotsylvania County,VA,0.44864854746930216
St. Bernard Parish,LA,0.5431805929919132
St. Charles County,MO,0.47221707097933513
St. Charles Parish,LA,0.5431805929919132
St. Clair County,AL,0.4518203174603174
St. Clair County,IL,0.47221707097933513
St. Clair County,MI,0.49359947089947087
St. Croix County,WI,0.39595857043026833
St. Helena Parish,LA,0.4114077867625038
St. James Parish,LA,0.5431805929919132
St. John the Baptist Parish,LA,0.5431805929919132
St. Johns County,FL,0.48519766397124886
St. Joseph County,IN,0.9628571428571427
St. Louis County,MN,0.5501904761904757
St. Louis County,MO,0.47221707097933513
St. Louis city,MO,0.47221707097933513
Stafford County,VA,0.44864854746930216
Stanislaus County,CA,0.7310154986522911
Stark County,IL,0.9571428571428571
Stark County,ND,0.45223809523809516
Stark County,OH,0.8436904761904762
Stearns County,MN,0.5983333333333333
Steuben County,NY,0.48000000000000004
Stevens County,WA,0.857142857142857
Stewart County,GA,0.8514285714285713
Stewart County,TN,0.7805952380952372
Stillwater County,MT,0.27466666666666667
Stokes County,NC,0.4133962264150943
Stone County,MS,0.8857142857142857
Storey County,NV,0.5823809523809523
Strafford County,NH,0.34346031746031747
Suffolk County,MA,0.34346031746031747
Suffolk County,NY,0.3789288210042927
Suffolk city,VA,0.5103174603174598
Sullivan County,IN,0.583079365079365
Sullivan County,TN,0.7272619047619047
Summit County,OH,0.5552539682539682
Sumner County,KS,0.46012506738544473
Sumner County,TN,0.5222641509433962
Sumter County,GA,0.8514285714285713
Surry County,VA,0.5103174603174598
Sussex County,NJ,0.3789288210042927
Sussex County,VA,0.392412623539982
Sutter County,CA,0.6869421982629529
Sweetwater County,WY,0.43359999999999993
Talbot County,GA,0.8514285714285713
Tangipahoa Parish,LA,0.63
Tarrant County,TX,0.5075667115902965
Tate County,MS,0.9628571428571427
Taylor County,WV,0.6066666666666666
Tazewell County,IL,0.9571428571428571
Tehama County,CA,0.9828571428571428
Teller County,CO,1.0057142857142858
Terrebonne Parish,LA,0.7596428571428571
Terrell County,GA,0.7766666666666667
Teton County,ID,0.8685714285714284
Teton County,WY,0.8685714285714284
Tippecanoe County,IN,0.9399999999999998
Tipton County,IN,0.5999404761904762
Tipton County,TN,0.9628571428571427
Toa Alta Municipio,PR,0.6511666666666667
Toa Baja Municipio,PR,0.6511666666666667
Tompkins County,NY,0.8514285714285713
Tooele County,UT,0.517086672656484
Torrance County,NM,0.5624060497154837
Travis County,TX,0.7
Trigg County,KY,0.7805952380952372
Trousdale County,TN,0.5222641509433962
Trujillo Alto Municipio,PR,0.6511666666666667
Trumbull County,OH,0.5786507936507936
Tulare County,CA,0.9939293201557353
Tulsa County,OK,0.47187017070979337
Tunica County,MS,0.9628571428571427
Tuolumne County,CA,0.9857142857142857
Tuscaloosa County,AL,0.8228571428571427
Twiggs County,GA,0.7975000000000001
Union County,NC,0.5726205450733753
Union County,NJ,0.3789288210042927
Union County,OH,0.8192857142857143
Union County,SC,0.9228571428571428
Union County,TN,0.8657142857142857
Union Parish,LA,0.7452380952380951
Upshur County,TX,0.4661814914645103
Utah County,UT,0.6882222222222222
Valencia County,NM,0.5624060497154837
Vanderburgh County,IN,0.7335396825396825
Vega Alta Municipio,PR,0.6511666666666667
Vega Baja Municipio,PR,0.6511666666666667
Ventura County,CA,0.5560257562144354
Vermillion County,IN,0.583079365079365
Victoria County,TX,0.8628571428571413
Vigo County,IN,0.583079365079365
Virginia Beach city,VA,0.5103174603174598
Volusia County,FL,0.5897936507936509
Wabash County,IN,0.9457142857142855
Wabasha County,MN,0.5750000000000001
Wagoner County,OK,0.47187017070979337
Wake County,NC,0.7828571428571429
Wakulla County,FL,0.7239285714285714
Walker County,AL,0.4518203174603174
Walker County,GA,0.799047619047619
Waller County,TX,0.45472457821703105
Walton County,GA,0.5735079365079365
Walworth County,WI,1.02
Warren County,IA,0.6266666666666666
Warren County,IN,0.9399999999999998
Warren County,KY,0.8828571428571428
Warren County,MO,0.47221707097933513
Warren County,NJ,0.5149115004492362
Warren County,OH,0.6791428571428572
Warren County,PA,0.5626666666666668
Warren County,VA,0.44864854746930216
Warrick County,IN,0.7335396825396825
Washington County,FL,0.8399999999999999
Washington County,IA,0.6783333333333333
Washington County,IN,0.5204761904761904
Washington County,MD,0.7609523809523809
Washington County,MN,0.39595857043026833
Washington County,NE,0.5221333333333334
Washington County,OH,0.8742857142857142
Washington County,OR,0.6322486772486772
Washington County,PA,0.47162314465408806
Washington County,RI,0.3493333333333333
Washington County,VA,0.7272619047619047
Washington County,WI,0.8664285714285713
Washoe County,NV,0.5823809523809523
Washtenaw County,MI,0.847142857142857
Waukesha County,WI,0.8664285714285713
Wayne County,MI,0.49359947089947087
Wayne County,NY,0.9028571428571429
Wayne County,WV,0.38657502246181485
Webb County,TX,0.6674857142857142
Weber County,UT,1.0599999999999998
Webster County,MO,0.8999999999999999
Weld County,CO,0.8355952380952381
Wells County,IN,0.9142857142857143
West Baton Rouge Parish,LA,0.4114077867625038
West Feliciana Parish,LA,0.4114077867625038
Westchester County,NY,0.3789288210042927
Western Connecticut Planning Region,CT,0.8610714285714286
Westmoreland County,PA,0.47162314465408806
Wexford County,MI,0.9485714285714285
Whatcom County,WA,0.7114285714285713
Whitfield County,GA,0.9228571428571428
Whitley County,IN,0.9142857142857143
Wicomico County,MD,0.7446428571428572
Will County,IL,0.4911651991614256
Williamsburg city,VA,0.5103174603174598
Williamson County,TN,0.5222641509433962
Williamson County,TX,0.7
Wilson County,TN,0.5222641509433962
Wilson County,TX,0.5068475591494459
Winchester city,VA,0.8257142857142856
Winnebago County,IL,0.9885714285714284
Wirt County,WV,0.6009365079365074
Wise County,TX,0.5075667115902965
Wood County,OH,0.8178571428571428
Wood County,WV,0.6009365079365074
Woodford County,IL,0.9571428571428571
Woodford County,KY,0.4245846810422282
Worcester County,MA,0.897142857142857
Worth County,GA,0.7766666666666667
Worth County,IA,0.3653333333333333
Wright County,MN,0.39595857043026833
Wyandotte County,KS,0.38596292303084756
Wyoming County,PA,0.3827772985923929
Yabucoa Municipio,PR,0.6511666666666667
Yadkin County,NC,0.4133962264150943
Yakima County,WA,0.8400000000000002
Yamhill County,OR,0.6322486772486772
Yellowstone County,MT,0.27466666666666667
Yolo County,CA,0.47667656184486373
York County,ME,0.897142857142857
York County,PA,0.4718787061994609
York County,SC,0.5726205450733753
York County,VA,0.5103174603174598
Yuba County,CA,0.6869421982629529
