FIPS,pollution,incidents
12125.0,22144.774694852946,1248.4 
12125.0,0.0,1248.4 
12125.0,0.733,1248.4 
12125.0,13868.553333333331,1248.4 
12125.0,7477.5,1248.4 
12125.0,3244.7066666666665,1248.4 
12125.0,7479.916375,1248.4 
12125.0,932.6807727272728,1248.4 
12125.0,22764.304136054423,1248.4 
12125.0,24036.386166666667,1248.4 
12125.0,7502.966666666667,1248.4 
12125.0,76447.56685714285,1248.4 
12125.0,1164.4555555555555,1248.4 
12125.0,1.0909090909090908,1248.4 
12125.0,8.433333333333334,1248.4 
48373.0,17822.223833333333,679.5 
48373.0,16435.59996666667,679.5 
48373.0,5842.016666666667,679.5 
48373.0,5656.081343434343,679.5 
48373.0,39845.9775625,679.5 
48373.0,2.89,679.5 
48373.0,12452.0,679.5 
48373.0,10370.940066666666,679.5 
48373.0,3209.3505,679.5 
46041.0,35.333333333333336,634.5 
31113.0,71104.8,609.3 
31113.0,687.5555555555555,609.3 
31113.0,4933.666666666667,609.3 
31113.0,10346.291966666668,609.3 
31113.0,7945.617027027028,609.3 
31113.0,311.6666666666667,609.3 
21137.0,62576.81019999999,608.6 
21137.0,65.2,608.6 
21137.0,1592.4171428571428,608.6 
21137.0,195.36,608.6 
21137.0,424.19,608.6 
21137.0,3912.6925882352944,608.6 
21137.0,32672.642095238098,608.6 
21137.0,137.33333333333334,608.6 
21137.0,56551.0819375,608.6 
21137.0,8429.764625,608.6 
21137.0,12214.396,608.6 
21137.0,29330.21680952381,608.6 
21137.0,73087.44263157895,608.6 
21071.0,48908.43886538462,606.6 
21071.0,1923.5626296296296,606.6 
21071.0,704.561,606.6 
21071.0,15.2,606.6 
13053.0,54765.27777777778,605.6 
30087.0,294220.417,602.9 
21121.0,4761.654,595.8 
21121.0,29656.008655172413,595.8 
21121.0,72262.16666666667,595.8 
21121.0,1717.46185,595.8 
21121.0,3.871125,595.8 
21121.0,25732.475524590165,595.8 
31087.0,2438.875,593.2 
21197.0,7511.817142857143,592.1 
47169.0,0.55,588.7 
21139.0,74.50341666666667,588.6 
21139.0,3108.9034444444446,588.6 
21139.0,289.117625,588.6 
21139.0,154.24374999999998,588.6 
22047.0,39028.38495932204,586.4 
5075.0,1684.1366666666663,585 
5075.0,388.2966666666667,585 
5075.0,6843.898250000001,585 
5075.0,2049.863888888889,585 
5075.0,91457.51273684212,585 
5075.0,494.303875,585 
5075.0,11076.609407407408,585 
5075.0,150536.0323076923,585 
5075.0,118.86,585 
21001.0,602.8333333333334,583.1 
21001.0,0.0,583.1 
21001.0,443.794,583.1 
27081.0,62576.81019999999,582.3 
27081.0,65.2,582.3 
27081.0,1592.4171428571428,582.3 
27081.0,195.36,582.3 
27081.0,424.19,582.3 
27081.0,3912.6925882352944,582.3 
27081.0,32672.642095238098,582.3 
27081.0,137.33333333333334,582.3 
27081.0,56551.0819375,582.3 
27081.0,8429.764625,582.3 
27081.0,12214.396,582.3 
27081.0,29330.21680952381,582.3 
27081.0,73087.44263157895,582.3 
19147.0,11891.0475,580 
22023.0,92.75333333333332,579.7 
21057.0,0.0,579.6 
21057.0,0.0,579.6 
21057.0,1754.188168539326,579.6 
21057.0,25587.09572222222,579.6 
21057.0,5219.183384615385,579.6 
21057.0,5402.746489361702,579.6 
21057.0,113.875,579.6 
21057.0,0.0,579.6 
54073.0,45731.92324324324,577.4 
54045.0,71104.8,576.7 
54045.0,687.5555555555555,576.7 
54045.0,4933.666666666667,576.7 
54045.0,10346.291966666668,576.7 
54045.0,7945.617027027028,576.7 
54045.0,311.6666666666667,576.7 
21081.0,11557.333333333334,575.8 
21081.0,5007.0855625,575.8 
21081.0,3313.470909090909,575.8 
21081.0,423.3333333333333,575.8 
21081.0,88229.29411764706,575.8 
21081.0,18152.838545454542,575.8 
21081.0,11529.814869565218,575.8 
21081.0,7574.359571428572,575.8 
21081.0,36602.84181818182,575.8 
13227.0,116.63166666666666,572.1 
13227.0,7.408714285714287,572.1 
13227.0,2557.165,572.1 
21235.0,994.9041555555556,569.5 
21235.0,76.08900000000001,569.5 
48063.0,42751.4375,568.8 
19029.0,7228.224166666667,568.8 
19029.0,674743.5,568.8 
19029.0,125657.09755405408,568.8 
19029.0,123.89444444444445,568.8 
19029.0,10384.0,568.8 
19029.0,26.364,568.8 
19029.0,4824.020073170732,568.8 
19029.0,22555.022333333334,568.8 
19029.0,128156.56240909093,568.8 
17173.0,8819.8816,567.9 
17173.0,5.0,567.9 
17173.0,43962.09784848485,567.9 
17173.0,310.8262352941177,567.9 
17173.0,8.66,567.9 
17173.0,12830.310266666667,567.9 
17173.0,8456.001214285714,567.9 
17173.0,74936.4,567.9 
21085.0,1933.44,567 
21085.0,1225.8410416666668,567 
39087.0,1684.1366666666663,566 
39087.0,388.2966666666667,566 
39087.0,6843.898250000001,566 
39087.0,2049.863888888889,566 
39087.0,91457.51273684212,566 
39087.0,494.303875,566 
39087.0,11076.609407407408,566 
39087.0,150536.0323076923,566 
39087.0,118.86,566 
51057.0,4593.3729882352945,565.6 
51057.0,2505.230582278481,565.6 
51057.0,12919.543857142857,565.6 
51057.0,3.22,565.6 
17121.0,25734.078181818182,565.2 
17121.0,14475.442727272726,565.2 
17121.0,67.42580952380952,565.2 
17121.0,9250.55655,565.2 
17121.0,8619.494999999999,565.2 
17121.0,28298.008738461536,565.2 
17121.0,2.23075,565.2 
17121.0,880.0327272727274,565.2 
17121.0,7394.003178571429,565.2 
17121.0,33378.138,565.2 
17121.0,2079.6393958333333,565.2 
17121.0,233405.0,565.2 
17121.0,11498.74752173913,565.2 
17121.0,14945.094,565.2 
17121.0,36604.47009090909,565.2 
21053.0,41787.98446428571,565.1 
21053.0,22830.80226086956,565.1 
21053.0,11364.572,565.1 
21053.0,987.0239285714284,565.1 
21053.0,0.086,565.1 
21053.0,462.7,565.1 
21053.0,1225.9495652173914,565.1 
17003.0,689810.78,564.2 
17003.0,5013.492222222222,564.2 
21031.0,11079.7925,563.2 
21031.0,20593.62962962963,563.2 
21031.0,4210.297371794872,563.2 
21031.0,189705.35916666663,563.2 
21031.0,3980.3682,563.2 
21031.0,11538.949316091954,563.2 
21031.0,24699.605732824428,563.2 
30079.0,1.0,563 
29181.0,4157.493,561.3 
17137.0,26447.15595774648,560.2 
17137.0,67572.99404166666,560.2 
17137.0,5909.962,560.2 
17137.0,833.6524999999999,560.2 
17137.0,29.233,560.2 
17137.0,17664.551,560.2 
17137.0,8127.9375,560.2 
17137.0,29.0,560.2 
17137.0,349.5605,560.2 
5111.0,0.0,559.5 
54041.0,6.09,558 
54041.0,12084.75,558 
54041.0,142.0,558 
54041.0,96877.0,558 
54041.0,4432.840344827586,558 
54041.0,22570.846153846152,558 
17149.0,86018.2028125,557.7 
17149.0,0.0,557.7 
17149.0,2.6567999999999996,557.7 
17149.0,395.5,557.7 
17149.0,8804.06845,557.7 
17149.0,20476.23833333333,557.7 
17149.0,133280.2111111111,557.7 
17149.0,15018.055,557.7 
46071.0,24956.7696969697,556.9 
46071.0,1099.4,556.9 
46071.0,22357.015399999997,556.9 
46071.0,12767.88037037037,556.9 
46071.0,1942.314285714286,556.9 
46071.0,13939.3084,556.9 
46071.0,123430.30418181818,556.9 
46071.0,2802.3064354838707,556.9 
46071.0,2405.6246315789476,556.9 
46071.0,12306.895917197451,556.9 
46071.0,31437.88677272727,556.9 
46071.0,40.989250000000006,556.9 
46071.0,8572.33888888889,556.9 
46071.0,75.18,556.9 
46071.0,6458.477235294117,556.9 
46071.0,26978.855,556.9 
46071.0,1523.2266666666667,556.9 
46071.0,3.22,556.9 
46071.0,7263.42875,556.9 
17037.0,14074.026357142857,556.8 
17037.0,1540.6369615384615,556.8 
17037.0,3440.7562666666663,556.8 
17037.0,12134.227158536583,556.8 
17037.0,9442.34777777778,556.8 
31009.0,383.45,556.6 
31009.0,21.049999999999997,556.6 
21043.0,99555.5,555.8 
21043.0,1981.0,555.8 
21043.0,3373.804057692308,555.8 
21043.0,5714.643333333333,555.8 
21097.0,20.0,555.1 
21097.0,2145.5,555.1 
21097.0,4971.4,555.1 
21097.0,158282.78473584907,555.1 
21097.0,1949.272,555.1 
21097.0,35754.57851694915,555.1 
21097.0,114367.43121875,555.1 
37007.0,540.6211999999999,554.9 
19035.0,12851.357272727271,554.9 
19035.0,2742.5736153846156,554.9 
19035.0,3752.25,554.9 
19035.0,5123.669935483871,554.9 
19035.0,59.34,554.9 
19035.0,0.1615,554.9 
19035.0,15808.385358974358,554.9 
19035.0,14943.537647058823,554.9 
17171.0,96970.5,554.9 
17171.0,12745.8902,554.9 
17171.0,526.15,554.9 
17171.0,11044.687096774192,554.9 
17171.0,360.97092592592594,554.9 
17171.0,6899.305714285714,554.9 
17171.0,40488.39025,554.9 
17171.0,1489.0,554.9 
17171.0,316.25,554.9 
17025.0,22458.65,554.3 
17025.0,0.0,554.3 
17025.0,7203.174599999999,554.3 
17025.0,0.0,554.3 
17025.0,273.0444444444445,554.3 
