FIPS,pollution,incidents
17025.0,1889.3970384615384,554.3 
17025.0,606.44,554.3 
17025.0,35931.110714285714,554.3 
17025.0,15677.700052631577,554.3 
17025.0,584.425,554.3 
17025.0,0.0,554.3 
17025.0,605.1184000000001,554.3 
17115.0,48791.5655,553.7 
17115.0,20269.06646111111,553.7 
17115.0,930.625,553.7 
17115.0,0.068,553.7 
17115.0,3844.368333333334,553.7 
39131.0,86018.2028125,553.3 
39131.0,0.0,553.3 
39131.0,2.6567999999999996,553.3 
39131.0,395.5,553.3 
39131.0,8804.06845,553.3 
39131.0,20476.23833333333,553.3 
39131.0,133280.2111111111,553.3 
39131.0,15018.055,553.3 
12053.0,209.8303,553.1 
54043.0,62576.81019999999,553 
54043.0,65.2,553 
54043.0,1592.4171428571428,553 
54043.0,195.36,553 
54043.0,424.19,553 
54043.0,3912.6925882352944,553 
54043.0,32672.642095238098,553 
54043.0,137.33333333333334,553 
54043.0,56551.0819375,553 
54043.0,8429.764625,553 
54043.0,12214.396,553 
54043.0,29330.21680952381,553 
54043.0,73087.44263157895,553 
23029.0,9232.93740425532,552.8 
23029.0,6409.979586956521,552.8 
23029.0,2220.3133333333335,552.8 
23029.0,2690.05,552.8 
23029.0,217389.66978125,552.8 
23029.0,164.71428571428572,552.8 
23029.0,1165.9975000000002,552.8 
23029.0,4617.209891304347,552.8 
23029.0,24634.67415,552.8 
23029.0,15328.138035294118,552.8 
23029.0,53.518235294117645,552.8 
23029.0,1546.1040689655174,552.8 
23029.0,1.805,552.8 
23029.0,11684.908113636366,552.8 
23029.0,889.7682500000001,552.8 
23029.0,42975.63908,552.8 
23029.0,11910.0,552.8 
23029.0,2461.6428602150536,552.8 
23029.0,6285.633144736842,552.8 
23029.0,1738.7829666666669,552.8 
23029.0,7357.692,552.8 
23029.0,587.9957142857143,552.8 
23029.0,125.25707142857142,552.8 
23029.0,3331.5913333333333,552.8 
23029.0,5.0,552.8 
23029.0,7974.252413333333,552.8 
21217.0,87763.13471428571,552.7 
21217.0,1023.26,552.7 
21217.0,7166.363333333334,552.7 
21217.0,23983.5,552.7 
21217.0,5330.397176470588,552.7 
21217.0,0.0,552.7 
21127.0,1684.1366666666663,552.4 
21127.0,388.2966666666667,552.4 
21127.0,6843.898250000001,552.4 
21127.0,2049.863888888889,552.4 
21127.0,91457.51273684212,552.4 
21127.0,494.303875,552.4 
21127.0,11076.609407407408,552.4 
21127.0,150536.0323076923,552.4 
21127.0,118.86,552.4 
21171.0,192899.4883333333,551.7 
21171.0,136.82222222222222,551.7 
21171.0,23399.75145,551.7 
21171.0,57915.985483870965,551.7 
21171.0,326.0,551.7 
21171.0,7.75,551.7 
21171.0,62247.31185245902,551.7 
21171.0,7.0,551.7 
21171.0,247953.66344999996,551.7 
21171.0,13848.61012371134,551.7 
21171.0,3876.5,551.7 
21171.0,403.6219411764706,551.7 
21171.0,43029.08538709677,551.7 
21171.0,3242.498,551.7 
21171.0,7838.1985,551.7 
19007.0,2329.0111111111114,551.7 
54015.0,22458.65,551.1 
54015.0,0.0,551.1 
54015.0,7203.174599999999,551.1 
54015.0,0.0,551.1 
54015.0,273.0444444444445,551.1 
54015.0,1889.3970384615384,551.1 
54015.0,606.44,551.1 
54015.0,35931.110714285714,551.1 
54015.0,15677.700052631577,551.1 
54015.0,584.425,551.1 
54015.0,0.0,551.1 
54015.0,605.1184000000001,551.1 
21103.0,31560.763333333336,551.1 
21103.0,209.028,551.1 
21103.0,1265.7276923076922,551.1 
21103.0,2083.1264,551.1 
21103.0,1685.1018181818183,551.1 
21103.0,25771.212333333333,551.1 
21103.0,16445.075,551.1 
21103.0,2016.0628571428572,551.1 
21103.0,11975.269,551.1 
21103.0,19039.552551724137,551.1 
21195.0,86018.2028125,550.7 
21195.0,0.0,550.7 
21195.0,2.6567999999999996,550.7 
21195.0,395.5,550.7 
21195.0,8804.06845,550.7 
21195.0,20476.23833333333,550.7 
21195.0,133280.2111111111,550.7 
21195.0,15018.055,550.7 
21215.0,342810.8632142857,550 
17125.0,54279.0,549.5 
17125.0,54148.0838,549.5 
17125.0,12976.808,549.5 
17125.0,0.156,549.5 
17125.0,72607.70570731709,549.5 
36063.0,7597.630525252525,549 
21149.0,15371.28,548.5 
21149.0,0.0,548.5 
21149.0,87435.74485714287,548.5 
21069.0,0.0,548.5 
1085.0,23430.010666666665,548.3 
1085.0,33788.6892625,548.3 
1085.0,33508.31655072464,548.3 
42093.0,4935.9271,548 
21051.0,22458.65,547.7 
21051.0,0.0,547.7 
21051.0,7203.174599999999,547.7 
21051.0,0.0,547.7 
21051.0,273.0444444444445,547.7 
21051.0,1889.3970384615384,547.7 
21051.0,606.44,547.7 
21051.0,35931.110714285714,547.7 
21051.0,15677.700052631577,547.7 
21051.0,584.425,547.7 
21051.0,0.0,547.7 
21051.0,605.1184000000001,547.7 
36073.0,4284.544285714286,547.5 
36073.0,11.636,547.5 
28141.0,14407.610750000002,547.2 
17153.0,8284.112078431373,546.9 
17153.0,1221.8239999999998,546.9 
17153.0,1666.0770799999998,546.9 
17153.0,48558.76666666666,546.9 
17153.0,2946.4185,546.9 
19085.0,20.0,546.2 
19085.0,2145.5,546.2 
19085.0,4971.4,546.2 
19085.0,158282.78473584907,546.2 
19085.0,1949.272,546.2 
19085.0,35754.57851694915,546.2 
19085.0,114367.43121875,546.2 
46017.0,3895.7914814814817,546.1 
46017.0,45637.37930000001,546.1 
36075.0,11960.674181818182,545.7 
17167.0,2321.1594375,545.7 
48137.0,0.0,545.6 
21167.0,9861.5,545 
21167.0,37982.733,545 
21167.0,256528.89339166664,545 
21167.0,757.6259523809524,545 
21167.0,84.8307142857143,545 
21167.0,3786.410419642857,545 
21167.0,571.0854,545 
21087.0,3516.498857142857,544.7 
17061.0,54369.0,544.6 
17061.0,3532.994833333333,544.6 
17061.0,39053.43825,544.6 
17061.0,1061.2014285714286,544.6 
17061.0,8291.0,544.6 
17061.0,4803.2810104166665,544.6 
17061.0,139.2406,544.6 
17061.0,13265.694166666666,544.6 
17061.0,2.5,544.6 
17061.0,11410.219357142856,544.6 
17117.0,0.0,544.4 
39167.0,9232.93740425532,544.3 
39167.0,6409.979586956521,544.3 
39167.0,2220.3133333333335,544.3 
39167.0,2690.05,544.3 
39167.0,217389.66978125,544.3 
39167.0,164.71428571428572,544.3 
39167.0,1165.9975000000002,544.3 
39167.0,4617.209891304347,544.3 
39167.0,24634.67415,544.3 
39167.0,15328.138035294118,544.3 
39167.0,53.518235294117645,544.3 
39167.0,1546.1040689655174,544.3 
39167.0,1.805,544.3 
39167.0,11684.908113636366,544.3 
39167.0,889.7682500000001,544.3 
39167.0,42975.63908,544.3 
39167.0,11910.0,544.3 
39167.0,2461.6428602150536,544.3 
39167.0,6285.633144736842,544.3 
39167.0,1738.7829666666669,544.3 
39167.0,7357.692,544.3 
39167.0,587.9957142857143,544.3 
39167.0,125.25707142857142,544.3 
39167.0,3331.5913333333333,544.3 
39167.0,5.0,544.3 
39167.0,7974.252413333333,544.3 
21173.0,2537.0155679012346,543.9 
21173.0,1586.010818181818,543.9 
21173.0,4627.552666666667,543.9 
21173.0,31898.495052631584,543.9 
21173.0,12604.56818888889,543.9 
21173.0,4755.1466666666665,543.9 
21173.0,1.9196666666666669,543.9 
21173.0,2378.8708888888887,543.9 
21173.0,54070.0,543.9 
21173.0,15705.375,543.9 
21173.0,2365.66,543.9 
21173.0,10227.776864864863,543.9 
21173.0,5535.939446969697,543.9 
21173.0,337030.8392105263,543.9 
21173.0,36615.19531355932,543.9 
21173.0,430705.7297857143,543.9 
5043.0,11297.0,543.8 
28027.0,15111.20525,543.8 
17021.0,12058.693269230767,543.5 
17021.0,24536.836341463415,543.5 
17021.0,5.909428571428571,543.5 
31071.0,2656.32,542.7 
31071.0,247769.1705,542.7 
48119.0,31600.315818181814,542.5 
22097.0,19698.781153846154,542.3 
13231.0,86018.2028125,542 
13231.0,0.0,542 
13231.0,2.6567999999999996,542 
13231.0,395.5,542 
13231.0,8804.06845,542 
13231.0,20476.23833333333,542 
13231.0,133280.2111111111,542 
13231.0,15018.055,542 
12089.0,48200.5568,541.8 
12089.0,1288.7772131147542,541.8 
17063.0,0.0,541.8 
17063.0,10979.473454545456,541.8 
17063.0,47.869,541.8 
48011.0,19202.117772727273,541.7 
28053.0,12057.5,541.6 
28053.0,218418.35073333333,541.6 
13105.0,230.001,541.3 
13105.0,148250.0,541.3 
51135.0,21355.66,541.2 
36023.0,2215.809,541 
19135.0,192899.4883333333,540.9 
19135.0,136.82222222222222,540.9 
19135.0,23399.75145,540.9 
19135.0,57915.985483870965,540.9 
19135.0,326.0,540.9 
19135.0,7.75,540.9 
19135.0,62247.31185245902,540.9 
19135.0,7.0,540.9 
19135.0,247953.66344999996,540.9 
19135.0,13848.61012371134,540.9 
19135.0,3876.5,540.9 
19135.0,403.6219411764706,540.9 
19135.0,43029.08538709677,540.9 
19135.0,3242.498,540.9 
19135.0,7838.1985,540.9 
17107.0,71104.8,540.8 
17107.0,687.5555555555555,540.8 
17107.0,4933.666666666667,540.8 
17107.0,10346.291966666668,540.8 
17107.0,7945.617027027028,540.8 
17107.0,311.6666666666667,540.8 
27027.0,22458.65,540.1 
27027.0,0.0,540.1 
27027.0,7203.174599999999,540.1 
27027.0,0.0,540.1 
27027.0,273.0444444444445,540.1 
27027.0,1889.3970384615384,540.1 
27027.0,606.44,540.1 
27027.0,35931.110714285714,540.1 
27027.0,15677.700052631577,540.1 
27027.0,584.425,540.1 
27027.0,0.0,540.1 
27027.0,605.1184000000001,540.1 
28031.0,1434.912,539.7 
28031.0,93146.14933333332,539.7 
19089.0,37711.95571428571,539.3 
19089.0,1106.75,539.3 
19089.0,1366.965677419355,539.3 
19089.0,1016.4507368421052,539.3 
19089.0,1939.0,539.3 
19089.0,14792.3748,539.3 
5147.0,43042.75,539.3 
13311.0,2064.6547,538.7 
13311.0,13844.94,538.7 
13311.0,1216.94,538.7 
13311.0,14860.147,538.7 
13311.0,724.5,538.7 
46027.0,22458.65,538.2 
46027.0,0.0,538.2 
46027.0,7203.174599999999,538.2 
46027.0,0.0,538.2 
46027.0,273.0444444444445,538.2 
46027.0,1889.3970384615384,538.2 
46027.0,606.44,538.2 
46027.0,35931.110714285714,538.2 
46027.0,15677.700052631577,538.2 
46027.0,584.425,538.2 
46027.0,0.0,538.2 
46027.0,605.1184000000001,538.2 
21093.0,23179.160299999996,538.2 
21093.0,22140.60614285714,538.2 
21093.0,16401.0,538.2 
21093.0,88153.92323809525,538.2 
21093.0,2626.171117647059,538.2 
21193.0,2946.16775,538.1 
21193.0,131920.22131578947,538.1 
21193.0,1609.0955555555556,538.1 
21193.0,106873.73985185186,538.1 
21193.0,4798.5332,538.1 
30043.0,12576.674304347824,537.7 
30043.0,69948.44083076924,537.7 
30043.0,10287.54609375,537.7 
30043.0,4.84,537.7 
30043.0,346.2,537.7 
30043.0,52001.3998,537.7 
30043.0,39954.71577142858,537.7 
30043.0,11848.925574534162,537.7 
30043.0,5662.786528301886,537.7 
30043.0,6919.260666666666,537.7 
30043.0,8772.29909090909,537.7 
30043.0,5029.854363636363,537.7 
30043.0,45130.11036206897,537.7 
30043.0,12919.24,537.7 
30043.0,0.0,537.7 
30043.0,3159.443642857143,537.7 
30043.0,214282.4819285714,537.7 
30043.0,13054.65053314917,537.7 
30043.0,28214.469285714287,537.7 
30043.0,8660.893600000001,537.7 
30043.0,14132.675454545451,537.7 
21019.0,6255.3138771929825,537.6 
21099.0,1065.13,537.5 
21099.0,652.135,537.5 
51103.0,27056.414662337666,537.4 
51103.0,7097.323535294117,537.4 
51103.0,150314.73977142858,537.4 
37111.0,4904.7681250000005,537.2 
29139.0,2537.0155679012346,537 
29139.0,1586.010818181818,537 
29139.0,4627.552666666667,537 
29139.0,31898.495052631584,537 
29139.0,12604.56818888889,537 
29139.0,4755.1466666666665,537 
29139.0,1.9196666666666669,537 
29139.0,2378.8708888888887,537 
29139.0,54070.0,537 
29139.0,15705.375,537 
29139.0,2365.66,537 
29139.0,10227.776864864863,537 
29139.0,5535.939446969697,537 
29139.0,337030.8392105263,537 
29139.0,36615.19531355932,537 
29139.0,430705.7297857143,537 
22113.0,1293.0153333333333,537 
13159.0,0.0,536.9 
13159.0,10713.247,536.9 
13159.0,41020.26735294117,536.9 
13159.0,26852.737444444443,536.9 
13159.0,8868.175714285713,536.9 
13159.0,218.0742,536.9 
13159.0,29707.904499999997,536.9 
13159.0,37886.46605882353,536.9 
48317.0,7245.2705,536.7 
48317.0,8361.617428571428,536.7 
48317.0,989.59,536.7 
48317.0,13397.82241935484,536.7 
48317.0,45427.6812173913,536.7 
48317.0,6819.104074074074,536.7 
37133.0,82690.12191666667,536.5 
17183.0,84592.32317142858,536.1 
47117.0,19008.961875,535.6 
47117.0,19350.120714285713,535.6 
47117.0,12380.928,535.6 
47117.0,25262.57966666667,535.6 
47117.0,1140.6250833333334,535.6 
47117.0,15971.205395683455,535.6 
47117.0,33389.0,535.6 
47117.0,36656.548,535.6 
47117.0,3981.576399999999,535.6 
47117.0,9.443333333333332,535.6 
47117.0,355.99356,535.6 
47117.0,15748.40993939394,535.6 
24001.0,16598.39830769231,535.4 
24001.0,12247.288,535.4 
21155.0,25734.078181818182,535.4 
21155.0,14475.442727272726,535.4 
21155.0,67.42580952380952,535.4 
21155.0,9250.55655,535.4 
21155.0,8619.494999999999,535.4 
21155.0,28298.008738461536,535.4 
21155.0,2.23075,535.4 
21155.0,880.0327272727274,535.4 
21155.0,7394.003178571429,535.4 
21155.0,33378.138,535.4 
21155.0,2079.6393958333333,535.4 
21155.0,233405.0,535.4 
21155.0,11498.74752173913,535.4 
21155.0,14945.094,535.4 
21155.0,36604.47009090909,535.4 
21207.0,85118.68024,535.1 
21207.0,2258.1600000000003,535.1 
21207.0,57.28,535.1 
21207.0,272.0,535.1 
36045.0,12576.674304347824,534.9 
36045.0,69948.44083076924,534.9 
36045.0,10287.54609375,534.9 
36045.0,4.84,534.9 
36045.0,346.2,534.9 
36045.0,52001.3998,534.9 
36045.0,39954.71577142858,534.9 
36045.0,11848.925574534162,534.9 
36045.0,5662.786528301886,534.9 
36045.0,6919.260666666666,534.9 
36045.0,8772.29909090909,534.9 
36045.0,5029.854363636363,534.9 
36045.0,45130.11036206897,534.9 
36045.0,12919.24,534.9 
36045.0,0.0,534.9 
36045.0,3159.443642857143,534.9 
36045.0,214282.4819285714,534.9 
36045.0,13054.65053314917,534.9 
36045.0,28214.469285714287,534.9 
36045.0,8660.893600000001,534.9 
36045.0,14132.675454545451,534.9 
55078.0,5814.507615384616,534.6 
13187.0,4591.315,534.6 
54103.0,228.66264285714288,534.6 
36097.0,0.287,534.6 
21231.0,170438.69359259258,534.5 
21231.0,109.275,534.5 
21231.0,6897.622066666667,534.5 
21231.0,30561.10363968254,534.5 
21231.0,9230.506333333333,534.5 
21231.0,5317.9980000000005,534.5 
21231.0,3788.417375,534.5 
21231.0,1.0048,534.5 
21231.0,1055.1442352941176,534.5 
21231.0,2690.129582278481,534.5 
21231.0,1681.06,534.5 
21231.0,16440.0,534.5 
21231.0,5311.536363636364,534.5 
37173.0,0.38,534.3 
5121.0,1745.678,534.2 
5121.0,10366.5,534.2 
5121.0,14903.666666666666,534.2 
5121.0,4958.993,534.2 
5121.0,1320.0354545454545,534.2 
5121.0,61263.22247058823,534.2 
5121.0,13405.114083333332,534.2 
5121.0,152.82233333333332,534.2 
13137.0,4744.819307692307,534.1 
13103.0,34729.79347368421,534.1 
13103.0,6144.864,534.1 
21029.0,378.77775,534 
13273.0,87183.0,533.9 
29133.0,44637.93246226415,533.7 
46099.0,45925.99947619048,533.7 
22093.0,36739.07932727272,533.5 
42107.0,26885.912233333333,533.4 
19053.0,313714.5764375,533.4 
19053.0,4987.58105,533.4 
19053.0,1.6666666666666667,533.4 
54099.0,170438.69359259258,533.2 
54099.0,109.275,533.2 
54099.0,6897.622066666667,533.2 
54099.0,30561.10363968254,533.2 
54099.0,9230.506333333333,533.2 
54099.0,5317.9980000000005,533.2 
54099.0,3788.417375,533.2 
54099.0,1.0048,533.2 
54099.0,1055.1442352941176,533.2 
54099.0,2690.129582278481,533.2 
54099.0,1681.06,533.2 
54099.0,16440.0,533.2 
54099.0,5311.536363636364,533.2 
31061.0,7160.3,532.9 
31061.0,135.536,532.9 
31061.0,676.8521499999999,532.9 
31061.0,679.4944,532.9 
31061.0,20757.351666666666,532.9 
31061.0,62.08033333333333,532.9 
31061.0,4447.92,532.9 
31061.0,564.5405000000001,532.9 
31061.0,12.15425,532.9 
31061.0,0.05,532.9 
31061.0,25887.406450704224,532.9 
31061.0,1382.6872727272728,532.9 
31061.0,5.0,532.9 
31061.0,4176.432170984456,532.9 
31061.0,2475.6492272727273,532.9 
31061.0,3274.525,532.9 
31061.0,29.8,532.9 
31061.0,572.8321249999999,532.9 
31061.0,4150.07085,532.9 
21223.0,58892.4237,532.9 
21191.0,25161.085000000003,532.7 
21191.0,13246.8198,532.7 
17131.0,9861.5,532.6 
17131.0,37982.733,532.6 
17131.0,256528.89339166664,532.6 
17131.0,757.6259523809524,532.6 
17131.0,84.8307142857143,532.6 
17131.0,3786.410419642857,532.6 
17131.0,571.0854,532.6 
54033.0,20.0,532.4 
54033.0,2145.5,532.4 
54033.0,4971.4,532.4 
54033.0,158282.78473584907,532.4 
54033.0,1949.272,532.4 
54033.0,35754.57851694915,532.4 
54033.0,114367.43121875,532.4 
13221.0,31.25,532.3 
22001.0,1088.9910909090909,532.2 
31011.0,8027.516666666667,532.1 
31011.0,1281.0,532.1 
31011.0,1425.216,532.1 
31011.0,7520.339000000001,532.1 
31011.0,14575.42740909091,532.1 
31011.0,368.1840740740741,532.1 
31011.0,2816.1428571428573,532.1 
21077.0,43813.255615384616,532 
21077.0,2007.445,532 
21179.0,867.1917647058824,531.5 
19045.0,41787.98446428571,531.5 
19045.0,22830.80226086956,531.5 
19045.0,11364.572,531.5 
19045.0,987.0239285714284,531.5 
19045.0,0.086,531.5 
19045.0,462.7,531.5 
19045.0,1225.9495652173914,531.5 
21009.0,6199.089303030303,531.5 
17055.0,7160.3,531.2 
17055.0,135.536,531.2 
17055.0,676.8521499999999,531.2 
17055.0,679.4944,531.2 
17055.0,20757.351666666666,531.2 
17055.0,62.08033333333333,531.2 
17055.0,4447.92,531.2 
17055.0,564.5405000000001,531.2 
17055.0,12.15425,531.2 
17055.0,0.05,531.2 
17055.0,25887.406450704224,531.2 
17055.0,1382.6872727272728,531.2 
17055.0,5.0,531.2 
17055.0,4176.432170984456,531.2 
17055.0,2475.6492272727273,531.2 
17055.0,3274.525,531.2 
17055.0,29.8,531.2 
17055.0,572.8321249999999,531.2 
17055.0,4150.07085,531.2 
13177.0,23288.028125,531.1 
13177.0,831.7549655172414,531.1 
