ST,COUNTY,pollution_index
NV,WASHOE,933.0589
NV,WHITE PINE,511089.0766666667
NY,ALBANY,4078.0745918367347
NY,ALLEGANY,12247.288
NY,BRONX,120.500125
NY,BROOME,734.0812
NY,CATTARAUGUS,30918.332285714285
NY,CAYUGA,4011.77
NY,CHAUTAUQUA,1137.8468148148147
NY,CHEMUNG,1948.2490526315787
NY,CHENANGO,175.06463636363637
NY,CLINTON,0.08600000000000001
NY,COLUMBIA,142.74
NY,CORTLAND,2215.809
NY,DELAWARE,8676.917928571429
NY,DUTCHESS,28661.45052631579
NY,ERIE,5015.45270718232
NY,ESSEX,12919.543857142857
NY,FRANKLIN,5.0
NY,FULTON,3270.415625
NY,GENESEE,2387.881043478261
NY,GREENE,139.2406
NY,HERKIMER,1884.735666666667
NY,JEFFERSON,5029.854363636363
NY,KINGS,1097.78508
NY,LEWIS,142.0
NY,LIVINGSTON,154.24374999999998
NY,MADISON,2806.4127894736844
NY,MONROE,13848.61012371134
NY,MONTGOMERY,2365.66
NY,NASSAU,1288.7772131147542
NY,NEW YORK,6.23
NY,NIAGARA,7597.630525252525
NY,ONEIDA,6379.882295081968
NY,ONONDAGA,28946.842776119403
NY,ONTARIO,406.46031578947367
NY,ORANGE,16230.334166666666
NY,ORLEANS,4284.544285714286
NY,OSWEGO,11960.674181818182
NY,OTSEGO,0.012333333333333333
NY,PUTNAM,223.89876923076923
NY,QUEENS,4529.713296296297
NY,RENSSELAER,2410.8115833333336
NY,RICHMOND,19152.302499999998
NY,ROCKLAND,2984.4291000000003
NY,SARATOGA,13736.30281632653
NY,SCHENECTADY,3566.8518888888884
NY,SCHUYLER,0.28700000000000003
NY,SENECA,2962.60255
NY,ST. LAWRENCE,82908.87651428573
NY,STEUBEN,1030.8513157894736
NY,SUFFOLK,2537.843774509804
NY,TIOGA,11825.082857142857
NY,TOMPKINS,25072.891111111112
NY,ULSTER,0.676
NY,WARREN,37278.98895
NY,WASHINGTON,889.7682500000001
NY,WAYNE,1055.1442352941176
NY,WESTCHESTER,1178.4201724137931
NY,WYOMING,10.22
NY,YATES,9843.65
OH,ALLEN,73404.83107317073
OH,ASHLAND,5438.297727272728
OH,ASHTABULA,74846.83743023257
OH,AUGLAIZE,5360.041342105263
OH,BELMONT,1002.495
OH,BROWN,118.625
OH,BUTLER,11538.949316091954
OH,CARROLL,1987.9469411764705
OH,CHAMPAIGN,7487.114545454547
OH,CLARK,4071.6938484848483
OH,CLERMONT,361.333303030303
OH,CLINTON,462.7
OH,COLUMBIANA,1454.9444152542374
OH,COSHOCTON,184318.29458333334
OH,CRAWFORD,1090.6699999999998
OH,CUYAHOGA,20408.48985652174
OH,DARKE,1489.865
OH,DEFIANCE,14882.724333333334
OH,DELAWARE,1074.0334444444445
OH,ERIE,13771.307685714284
OH,FAIRFIELD,3149.5622352941177
OH,FAYETTE,3674.162272727273
OH,FRANKLIN,4176.432170984456
OH,FULTON,5046.6125142857145
OH,GALLIA,195843.86272222223
OH,GEAUGA,639.9415
OH,GREENE,13265.694166666666
OH,GUERNSEY,4487.388269230769
OH,HAMILTON,6851.81463670412
OH,HANCOCK,25899.424242424244
OH,HARDIN,16401.0
OH,HARRISON,1949.272
OH,HENRY,2016.0628571428572
OH,HIGHLAND,191.8
OH,HOCKING,1491.6666666666667
OH,HOLMES,6054.95675
OH,HURON,27105.90148148148
OH,JACKSON,8572.33888888889
OH,JEFFERSON,45130.11036206897
OH,KNOX,3.871125
OH,LAKE,8301.870344594594
OH,LAWRENCE,494.303875
OH,LICKING,12602.984887096774
OH,LOGAN,7945.617027027028
OH,LORAIN,3857.8694065934064
OH,LUCAS,18380.27068691589
OH,MADISON,488.6923076923077
OH,MAHONING,3342.924524590164
OH,MARION,33378.138
OH,MEDINA,6860.699178082192
OH,MEIGS,5.0
OH,MERCER,84.8307142857143
OH,MIAMI,1991.9046078431375
OH,MONROE,3876.5
OH,MONTGOMERY,10227.776864864865
OH,MORGAN,8127.9375
OH,MORROW,45.464499999999994
OH,MUSKINGUM,3768.179230769231
OH,NOBLE,2269.0
OH,OTTAWA,67677.72657894736
OH,PAULDING,5951.83475
OH,PERRY,4798.5332
OH,PICKAWAY,1357.5763793103447
OH,PIKE,15018.055
OH,PORTAGE,4605.707637931035
OH,PREBLE,1343.4243333333334
OH,PUTNAM,6445.887027027027
OH,RICHLAND,6700.301885714285
OH,ROSS,38283.90435
OH,SANDUSKY,106460.93368333332
OH,SCIOTO,28137.319684210528
OH,SENECA,1940.7338571428572
OH,SHELBY,12830.310266666667
OH,STARK,22988.728835294118
OH,SUMMIT,1550.0673669064747
OH,TRUMBULL,20136.471213483146
OH,TUSCARAWAS,65657.66953846155
OH,UNION,24036.386166666667
OH,VAN WERT,30230.332476190473
OH,VINTON,1678.142857142857
OH,WARREN,4298.575631578947
OH,WASHINGTON,42975.63908
OH,WAYNE,2690.129582278481
OH,WILLIAMS,5428.47948
OH,WOOD,26136.78406521739
OH,WYANDOT,6168.490909090909
OK,ADAIR,443.79400000000004
OK,BEAVER,337.77777777777777
OK,BECKHAM,0.0
OK,BLAINE,21.049999999999997
OK,BRYAN,5236.729
OK,CANADIAN,3826.179118644068
OK,CARTER,3373.804057692308
OK,CHEROKEE,0.1615
OK,CHOCTAW,6409.6735
OK,CLEVELAND,1607.1826666666666
OK,COAL,2672.2
OK,COMANCHE,30994.347944444446
OK,CRAIG,21.18
OK,CREEK,7402.733
OK,CUSTER,911.98
OK,DELAWARE,6893.633333333334
OK,DEWEY,35.333333333333336
OK,GARFIELD,247769.1705
OK,GARVIN,12534.770322580645
OK,GRADY,2964.2333333333336
OK,HUGHES,1478.909090909091
OK,JACKSON,75.18
OK,JEFFERSON,12919.24
OK,KAY,24363.099812499997
OK,KINGFISHER,1821.24
OK,LE FLORE,26284.382999999998
OK,LINCOLN,137.33333333333334
OK,LOGAN,311.6666666666667
OK,MAJOR,89590.01484375
OK,MARSHALL,3981.5763999999995
OK,MAYES,96753.60833962263
OK,MCCURTAIN,220487.354945946
OK,MUSKOGEE,2885.695395833333
OK,NOBLE,10993.79357142857
OK,NOWATA,0.0
OK,OKFUSKEE,14094.914250000002
OK,OKLAHOMA,2865.853976
OK,OKMULGEE,13162.465
OK,OSAGE,122793.83333333333
OK,OTTAWA,14872.639230769231
OK,PAYNE,2360.87975
OK,PITTSBURG,8664.921384615385
OK,PONTOTOC,7017.5353076923075
OK,POTTAWATOMIE,27.1885
OK,PUSHMATAHA,721.25
OK,ROGER MILLS,636.6666666666666
OK,ROGERS,19670.796446428572
OK,SEMINOLE,7566.5
OK,SEQUOYAH,30.97366666666667
OK,STEPHENS,15126.371428571427
OK,TEXAS,61.15
OK,TILLMAN,28056.525
OK,TULSA,8529.587368098159
OK,WAGONER,1.72
OK,WASHINGTON,11910.0
OK,WASHITA,341.0
OK,WOODS,3047.0454545454545
OK,WOODWARD,44208.63677419355
OR,BAKER,4610.1506
OR,BENTON,2227.0394285714287
OR,CLACKAMAS,14798.776699999999
OR,CLATSOP,28971.391
OR,COLUMBIA,576999.6236363637
OR,COOS,4464.8859999999995
OR,CROOK,0.0
OR,CURRY,94.405
OR,DESCHUTES,2629.812529411765
OR,DOUGLAS,6248.032571428572
OR,GILLIAM,126713.403125
OR,HOOD RIVER,1458.0975
OR,JACKSON,6458.477235294117
OR,JEFFERSON,0.0
OR,JOSEPHINE,11281.00125
OR,KLAMATH,29765.578545454544
OR,LAKE,312.001
OR,LANE,8019.171587499999
OR,LINCOLN,56551.0819375
OR,LINN,65479.904573770495
OR,MALHEUR,92221.0
OR,MARION,2079.6393958333333
OR,MORROW,6607.352142857142
OR,MULTNOMAH,5037.294432160804
OR,POLK,12452.0
OR,TILLAMOOK,44.251666666666665
OR,UMATILLA,30226.7246
OR,UNION,7502.966666666667
OR,WASCO,4347.1957142857145
OR,WASHINGTON,2461.6428602150536
OR,YAMHILL,42266.451260869566
PA,ADAMS,6008.595823529412
PA,ALLEGHENY,31589.68736466165
PA,ARMSTRONG,19202.117772727273
PA,BEAVER,9132.077048275862
PA,BEDFORD,2795.3116666666665
PA,BERKS,20619.86360958904
PA,BLAIR,683.3048124999999
PA,BRADFORD,29356.236296296298
PA,BUCKS,1405.248638888889
PA,BUTLER,24699.605732824428
PA,CAMBRIA,36162.3771025641
PA,CAMERON,5.0
PA,CARBON,17685.071500000002
PA,CENTRE,2587.4188999999997
PA,CHESTER,2913.0678076923077
PA,CLARION,29057.957142857143
PA,CLEARFIELD,2349.525730769231
PA,CLINTON,1225.9495652173914
PA,COLUMBIA,342.17999999999995
PA,CRAWFORD,4686.933
PA,CUMBERLAND,5402.746489361702
PA,DAUPHIN,3984.114604651163
PA,DELAWARE,7263.383813333333
PA,ELK,4599.410414285714
PA,ERIE,2307.4792441860463
PA,FAYETTE,1996.9142857142856
PA,FRANKLIN,2475.6492272727273
PA,FULTON,1307.2142857142858
PA,GREENE,2.5
PA,HUNTINGDON,21096.783333333333
PA,INDIANA,19807.689074074075
PA,JEFFERSON,3159.443642857143
PA,JUNIATA,16959.98214285714
PA,LACKAWANNA,2024.9251724137932
PA,LANCASTER,7097.323535294117
PA,LAWRENCE,11076.609407407408
PA,LEBANON,4173.7681111111115
PA,LEHIGH,28322.50820967742
PA,LUZERNE,1682.9721481481483
PA,LYCOMING,2097.337907692308
PA,MCKEAN,9773.494526315788
PA,MERCER,3786.410419642857
PA,MIFFLIN,3145.2057499999996
PA,MONROE,403.6219411764706
PA,MONTGOMERY,5535.939446969697
PA,MONTOUR,4935.9271
PA,NORTHAMPTON,10669.464362068964
PA,NORTHUMBERLAND,7662.583303030303
PA,PHILADELPHIA,3919.2732976190478
PA,POTTER,3582.928
PA,SCHUYLKILL,26885.912233333333
PA,SNYDER,6969.736363636364
PA,SOMERSET,1909.3135714285715
PA,TIOGA,13174.106315789473
PA,UNION,76447.56685714285
PA,VENANGO,17135.594296296294
PA,WARREN,4974.740880952381
PA,WASHINGTON,6285.633144736842
PA,WAYNE,1681.06
PA,WESTMORELAND,57080.45653846154
PA,WYOMING,4530.6286666666665
PA,YORK,10803.855246753248
PR,AGUADILLA MUNICIPIO,1450.223
PR,AIBONITO MUNICIPIO,1822.45
PR,ANASCO MUNICIPIO,1014.5
PR,ARECIBO MUNICIPIO,1579.177857142857
PR,BARCELONETA MUNICIPIO,79626.2215
PR,BAYAMON MUNICIPIO,1775.4879629629631
PR,CAGUAS MUNICIPIO,1.3983333333333334
PR,CANOVANAS MUNICIPIO,1105.5
PR,CAROLINA MUNICIPIO,4112.0732727272725
PR,CATANO MUNICIPIO,76.12819999999999
PR,CAYEY MUNICIPIO,20138.0
PR,CEIBA MUNICIPIO,15.445
PR,CIDRA MUNICIPIO,22774.832000000002
PR,COAMO MUNICIPIO,25.0
PR,DORADO MUNICIPIO,0.903
PR,FAJARDO MUNICIPIO,2719.79
PR,GUAYAMA MUNICIPIO,38969.121173913045
PR,GUAYANILLA MUNICIPIO,23880.14563636364
PR,GUAYNABO MUNICIPIO,1144.5242857142857
PR,HATILLO MUNICIPIO,755.0
PR,HUMACAO MUNICIPIO,249.62428571428572
PR,JAYUYA MUNICIPIO,10.0
PR,JUANA DIAZ MUNICIPIO,131.81
PR,JUNCOS MUNICIPIO,213.682
PR,LAS PIEDRAS MUNICIPIO,4401.375
PR,MANATI MUNICIPIO,11537.6855
PR,MARICAO MUNICIPIO,11.4
PR,MAYAGUEZ MUNICIPIO,667.7525
PR,NAGUABO MUNICIPIO,2524.5
PR,PENUELAS MUNICIPIO,13829.333785714287
PR,PONCE MUNICIPIO,410002.0
PR,SABANA GRANDE MUNICIPIO,0.0
PR,SALINAS MUNICIPIO,12402.16230769231
PR,SAN GERMAN MUNICIPIO,452.5
PR,SAN JUAN MUNICIPIO,4948.5399375
PR,SAN LORENZO MUNICIPIO,15861.898888888889
PR,SANTA ISABEL MUNICIPIO,20.767333333333333
PR,TOA ALTA MUNICIPIO,2665.0
PR,TOA BAJA MUNICIPIO,22012.524999999998
PR,VEGA BAJA MUNICIPIO,1043.0
PR,YABUCOA MUNICIPIO,1139.4883333333335
PR,YAUCO MUNICIPIO,149886.0
RI,BRISTOL,2939.115
RI,KENT,227.56370967741935
RI,NEWPORT,654.3
RI,PROVIDENCE,2699.9664666666667
RI,WASHINGTON,1738.7829666666667
SC,ABBEVILLE,5491.223166666666
SC,AIKEN,7838.880573333333
SC,ALLENDALE,5924.094684210526
SC,ANDERSON,5286.609727272727
SC,BAMBERG,13.9
SC,BARNWELL,20384.517499999998
SC,BEAUFORT,8062.363857142857
SC,BERKELEY,50042.98378991596
SC,CALHOUN,33882.85875
SC,CHARLESTON,9599.358081632652
SC,CHEROKEE,15808.385358974358
SC,CHESTER,3099.18734
SC,CHESTERFIELD,10913.583878787878
SC,CLARENDON,4952.75
SC,COLLETON,12289.666666666666
SC,DARLINGTON,34201.24836363637
SC,DILLON,8295.6337
SC,DORCHESTER,5932.691235294118
SC,EDGEFIELD,496.3565
SC,FAIRFIELD,475.2335
SC,FLORENCE,23095.79038235294
SC,GEORGETOWN,54315.84996825397
SC,GREENVILLE,4683.129514124294
SC,GREENWOOD,2854.1896250000004
SC,HAMPTON,29863.533600000002
SC,HORRY,2632.1336666666666
SC,JASPER,29707.904499999997
SC,KERSHAW,21363.537814814812
SC,LANCASTER,150314.73977142858
SC,LAURENS,2701.338021276596
SC,LEE,88381.525
SC,LEXINGTON,9904.462785714286
SC,MARION,233405.0
SC,MARLBORO,40136.013166666664
SC,NEWBERRY,24902.043818181814
SC,OCONEE,2352.4065135135133
SC,ORANGEBURG,13020.70052136752
SC,PICKENS,2557.165
SC,RICHLAND,28727.987342342345
SC,SALUDA,8114.428571428572
SC,SPARTANBURG,4073.130261802575
SC,SUMTER,11404.504527777775
SC,UNION,1164.4555555555555
SC,WILLIAMSBURG,3968.513333333334
SC,YORK,28437.61606140351
SD,BEADLE,1429.6833333333334
SD,BON HOMME,1035.0
SD,BROOKINGS,58346.79968181818
SD,BROWN,24980.905235294118
SD,CAMPBELL,709.2257500000001
SD,CHARLES MIX,5.0
SD,CODINGTON,28374.615074074078
SD,DAVISON,562.0833333333334
SD,DAY,14043.0
SD,DEUEL,80.318
SD,DOUGLAS,1.25
SD,EDMUNDS,7026.0
SD,GRANT,18152.838545454546
SD,HAMLIN,0.0
SD,HUTCHINSON,851.035
SD,LAKE,3574.4629999999997
SD,LAWRENCE,150536.0323076923
SD,LINCOLN,8429.764625
SD,MARSHALL,9.443333333333333
SD,MINNEHAHA,45925.99947619048
SD,PENNINGTON,2456.8514
SD,POTTER,0.0
SD,ROBERTS,5610.8
SD,SPINK,2531.225
SD,SULLY,2387.532222222222
SD,TURNER,2123.133333333333
SD,UNION,1.0909090909090908
SD,YANKTON,1079.831
TN,ANDERSON,9178.033027777778
TN,BEDFORD,36651.2
TN,BENTON,801.0
TN,BLEDSOE,11.666666666666666
TN,BLOUNT,18196.749382352944
TN,BRADLEY,5805.069041666667
TN,CARROLL,140.45825
TN,CARTER,5714.643333333333
TN,CHEATHAM,12285.613529411765
TN,CHESTER,31.052222222222227
TN,CLAIBORNE,3064.352555555555
TN,COCKE,7709.724090909091
TN,COFFEE,6535.449210526316
TN,CROCKETT,6004.0
TN,CUMBERLAND,113.875
TN,DAVIDSON,1829.0819099099099
TN,DECATUR,1.6666666666666667
TN,DEKALB,9442.347777777779
TN,DICKSON,2795.6914545454547
TN,DYER,2009.4901764705883
TN,FAYETTE,4067.3126315789473
TN,FRANKLIN,3274.525
TN,GIBSON,20745.307
TN,GILES,5723.7238125
TN,GRAINGER,0.0
TN,GREENE,11410.219357142856
TN,HAMBLEN,1309.771411764706
TN,HAMILTON,5793.373783625731
TN,HARDEMAN,0.0
TN,HARDIN,88153.92323809525
TN,HAWKINS,154804.54148148146
TN,HAYWOOD,4348.673
TN,HENDERSON,2013.446
TN,HENRY,11975.269
TN,HUMPHREYS,218418.35073333333
TN,JACKSON,26978.855
TN,JEFFERSON,214282.4819285714
TN,JOHNSON,17133.5
TN,KNOX,25732.475524590165
TN,LAUDERDALE,0.0
TN,LAWRENCE,118.86
TN,LEWIS,96877.0
TN,LINCOLN,12214.395999999999
TN,LOUDON,100106.22788571428
TN,MACON,3844.3683333333333
TN,MADISON,56735.54775409836
TN,MARION,11498.74752173913
TN,MARSHALL,355.99356
TN,MAURY,24538.06144897959
TN,MCMINN,10045.146384615384
TN,MCNAIRY,694.6044444444444
TN,MEIGS,708.3943333333333
TN,MONROE,43029.08538709677
TN,MONTGOMERY,337030.8392105263
TN,MORGAN,29.0
TN,OBION,20997.152307692308
TN,PUTNAM,4323.338000000001
TN,RHEA,2692.8961200000003
TN,ROANE,17941.4094516129
TN,ROBERTSON,200.07333333333335
TN,RUTHERFORD,11925.350714285714
TN,SCOTT,1489.0
TN,SEVIER,311.763
TN,SHELBY,8456.001214285714
TN,SMITH,140371.18245833335
TN,STEWART,125130.08795833333
TN,SULLIVAN,40407.256946236565
TN,SUMNER,41290.13097297298
TN,TIPTON,4577.75
TN,TROUSDALE,0.55
TN,UNICOI,8918.060000000001
TN,UNION,8.433333333333334
TN,VAN BUREN,213.0
TN,WARREN,1103.7185
TN,WASHINGTON,7357.692
TN,WAYNE,16440.0
TN,WEAKLEY,5938.1392857142855
TN,WHITE,724.5
TN,WILLIAMSON,6757.0896
TN,WILSON,2041.3107586206897
TX,ANDERSON,56376.39675000001
TX,ANDREWS,30155.471818181817
TX,ANGELINA,4552.914953488372
TX,ATASCOSA,101698.33
TX,AUSTIN,777.3291538461539
TX,BASTROP,3119.5221764705884
TX,BEE,3072.2407058823533
TX,BELL,6569.197793103448
TX,BEXAR,3556.314087378641
TX,BOSQUE,309.3333333333333
TX,BOWIE,3078.321388888889
TX,BRAZORIA,38569.446628432954
TX,BRAZOS,76781.36220833333
TX,BROWN,14345.011384615384
TX,BURLESON,1103.0666666666666
TX,BURNET,4425.4912
TX,CALDWELL,786.924375
TX,CALHOUN,199215.6537314815
TX,CAMERON,3552.0800408163263
TX,CAMP,42751.4375
TX,CARSON,4424.688
TX,CASS,128156.56240909091
TX,CASTRO,6050.0
TX,CHAMBERS,6438.430462365592
TX,CHEROKEE,14943.537647058823
TX,CHILDRESS,3007.69
TX,CLAY,605.1184000000001
TX,COKE,0.0
TX,COLLIN,5006.0213829787235
TX,COLORADO,1191.7052
TX,COMAL,6384.3882
TX,COMANCHE,0.0
TX,COOKE,9148.6443
TX,CRANE,3119211.83515
TX,CROCKETT,3433.29
TX,CULBERSON,4054.4896774193553
TX,DALLAM,15822.74625
TX,DALLAS,3628.0031931818185
TX,DEAF SMITH,2369.51125
TX,DENTON,507.6529038461539
TX,DEWITT,5042.8421052631575
TX,DIMMIT,2537.4
TX,EASTLAND,4742.3556
TX,ECTOR,3249.021593023256
TX,EL PASO,10271.396627906977
TX,ELLIS,7764.3447950310565
TX,ERATH,4535.1695
TX,FALLS,0.0
TX,FANNIN,0.0
TX,FAYETTE,6702.944888888888
TX,FISHER,16.0575
TX,FORT BEND,27864.775943396227
TX,FREESTONE,1.16
TX,FRIO,558.8947368421053
TX,GAINES,3490.0981
TX,GALVESTON,62628.15566081872
TX,GILLESPIE,0.0
TX,GLASSCOCK,2751.404761904762
TX,GOLIAD,13749.162777777778
TX,GONZALES,2692.0
TX,GRAY,13803.256666666668
TX,GRAYSON,1225.8410416666668
TX,GREGG,4497.1563703703705
TX,GRIMES,2220.838947368421
TX,GUADALUPE,28140.813759259257
TX,HALE,3180.011272727272
TX,HARDIN,2626.171117647059
TX,HARRIS,20513.288539033456
TX,HARRISON,35754.57851694915
TX,HAYS,1452.168411764706
TX,HENDERSON,6892.478312499999
TX,HIDALGO,4763.9976875
TX,HILL,37.6944
TX,HOCKLEY,7936.631181818182
TX,HOOD,280.0015384615385
TX,HOPKINS,14243.75
TX,HOUSTON,70154.205
TX,HOWARD,14792.374800000001
TX,HUNT,201.86344444444444
TX,HUTCHINSON,42765.12710958904
TX,IRION,616.4444444444445
TX,JACKSON,1523.2266666666667
TX,JASPER,37886.46605882353
TX,JEFFERSON,13054.65053314917
TX,JIM WELLS,2482.5
TX,JOHNSON,7093.210402439025
TX,KARNES,3396.4035714285715
TX,KAUFMAN,3995.8460689655176
TX,KENT,697.6006666666667
TX,KERR,0.0
TX,KLEBERG,543.75
TX,LA SALLE,3494.6883333333335
TX,LAMAR,3424.263863636363
TX,LAMB,16284.739866666667
TX,LAMPASAS,3.3983333333333334
TX,LAVACA,11557.600476190477
TX,LEE,30654.0
TX,LEON,1091.3746333333333
TX,LIBERTY,533.9020869565218
TX,LIMESTONE,78673.2575882353
TX,LIVE OAK,9001.97931372549
TX,LOVING,2090.2603125
TX,LUBBOCK,3764.518340909091
TX,MARION,14945.094000000001
TX,MARTIN,6819.104074074074
TX,MATAGORDA,6182.805181818182
TX,MAVERICK,1062.38
TX,MCLENNAN,21209.62243333333
TX,MEDINA,2.327142857142857
TX,MIDLAND,4347.889880597015
TX,MITCHELL,0.0
TX,MONTAGUE,1182.7272727272727
TX,MONTGOMERY,36615.19531355932
TX,MOORE,24646.237375
TX,MORRIS,1163.075875
TX,NACOGDOCHES,23919.42805882353
TX,NAVARRO,4767.679722222222
TX,NOLAN,16329.784642857141
TX,NUECES,30176.226825974027
TX,OCHILTREE,1279.3333333333333
TX,ORANGE,27981.406593582888
TX,PALO PINTO,4230.623545454545
TX,PANOLA,5323.511818181819
TX,PARKER,2831.8878958333335
TX,PARMER,11595.36
TX,PECOS,664.189375
TX,POLK,10370.940066666666
TX,POTTER,10254.771705882353
TX,PRESIDIO,7421.73
TX,RANDALL,21249.24328571429
TX,REAGAN,19063.42
TX,REEVES,4020.576891891892
TX,ROBERTSON,55318.51192307692
TX,ROCKWALL,193.34545454545452
TX,RUNNELS,6.852666666666666
TX,RUSK,42449.98354054054
TX,SABINE,30957.65
TX,SAN JACINTO,1535.5714285714287
TX,SAN PATRICIO,12071.914374999998
TX,SCURRY,19659.333333333332
TX,SHACKELFORD,2.1645000000000003
TX,SHELBY,74936.4
TX,SMITH,11457.045203703703
TX,STERLING,1593.1
TX,SUTTON,3757.2
TX,SWISHER,0.0
TX,TARRANT,3096.6600580645163
TX,TAYLOR,5330.397176470588
TX,TERRY,141.63333333333333
TX,TITUS,94201.48010526315
TX,TOM GREEN,77.1240625
TX,TRAVIS,5080.435378947369
TX,TYLER,0.0
TX,UPSHUR,3142.221916666667
TX,UPTON,7314.336026315788
TX,VAL VERDE,966.2025
TX,VAN ZANDT,49.601166666666664
TX,VICTORIA,45016.00644444444
TX,WALKER,1296.25
TX,WALLER,212.82830434782608
TX,WARD,771.905
TX,WASHINGTON,587.9957142857143
TX,WEBB,69608.19655555555
TX,WHARTON,1204.1545454545455
TX,WHEELER,873.1428571428571
TX,WICHITA,6938.424499999999
TX,WILBARGER,2067.0
TX,WILLIAMSON,458.2773478260869
TX,WILSON,4610.3946153846155
TX,WINKLER,25091.711764705884
TX,WISE,7862.675633333333
TX,WOOD,1100.3656363636364
TX,YOAKUM,5156.666333333334
TX,YOUNG,2767.0620000000004
UT,BEAVER,3.9200000000000004
UT,BOX ELDER,20641.915533333333
UT,CACHE,1766.2789411764704
UT,CARBON,7305.921249999999
UT,DAVIS,6451.028017391304
UT,DUCHESNE,97262.45157894737
UT,EMERY,68009.41275
UT,IRON,13833.285066666667
UT,JUAB,18285.846100000002
UT,MILLARD,63826.45616666667
UT,MORGAN,349.5605
UT,SALT LAKE,985120.7011992481
UT,SAN JUAN,129.0
UT,SANPETE,36.71
UT,SEVIER,38.38
UT,SUMMIT,65.70266666666667
UT,TOOELE,90492.62253896103
UT,UINTAH,16658.357775
UT,UTAH,12960.404316455697
UT,WASHINGTON,125.25707142857142
UT,WEBER,9876.440818181818
VA,ACCOMACK,50547.61600000001
VA,ALBEMARLE,0.722
VA,ALEXANDRIA (CITY),0.4
VA,AMHERST,34165.7695
VA,ARLINGTON,115.083
VA,AUGUSTA,4953.434
VA,BEDFORD,28280.13111111111
VA,BLAND,0.12375
VA,BOTETOURT,3621.5523939393943
VA,BRISTOL (CITY),4636.4493999999995
VA,BRUNSWICK,278.0
VA,BUCHANAN,220451.7126666667
VA,BUCKINGHAM,3297.0795
VA,BUENA VISTA (CITY),15.1
VA,CAMPBELL,34487.70375
VA,CAROLINE,4154.30023076923
VA,CARROLL,15148.383666666667
VA,CHARLOTTE,23.29
VA,CHESAPEAKE (CITY),28104.813466666666
VA,CHESTERFIELD,22205.9273125
VA,CLARKE,62.5
VA,COLONIAL HEIGHTS (CITY),1836.1979999999999
VA,COVINGTON (CITY),78368.19922222223
VA,CULPEPER,5483.3417
VA,CUMBERLAND,0.0
VA,DANVILLE (CITY),3911.290625
VA,DINWIDDIE,559.8281428571429
VA,FAIRFAX,38.94121428571429
VA,FAIRFAX (CITY),114.5
VA,FALLS CHURCH (CITY),130.005
VA,FAUQUIER,14.409428571428572
VA,FLUVANNA,11420.0
VA,FRANKLIN,29.8
VA,FREDERICK,6053.981052631579
VA,GALAX (CITY),2058.0833333333335
VA,GILES,21446.585
VA,GLOUCESTER,0.008
VA,GREENSVILLE,2419.743090909091
VA,HALIFAX,9453.247208333332
VA,HAMPTON (CITY),1266.520705882353
VA,HANOVER,30132.378666666667
VA,HARRISONBURG (CITY),0.0
VA,HENRICO,1200.3924
VA,HENRY,19039.552551724137
VA,HOPEWELL (CITY),70100.41568749999
VA,ISLE OF WIGHT,48936.9531
VA,JAMES CITY,53408.42554545454
VA,KING GEORGE,0.0
VA,KING WILLIAM,55625.37
VA,LEE,1865.88
VA,LOUDOUN,222.22948387096775
VA,LOUISA,0.0
VA,LUNENBURG,27818.0
VA,LYNCHBURG (CITY),40157.835812499994
VA,MADISON,0.0
VA,MECKLENBURG,2.203333333333333
VA,MONTGOMERY,430705.7297857143
VA,NEWPORT NEWS (CITY),14447.75456521739
VA,NORFOLK (CITY),4865.366666666667
VA,NORTHUMBERLAND,24978.1745
VA,NOTTOWAY,21355.66
VA,PAGE,406.584
VA,PATRICK,0.193
VA,PETERSBURG (CITY),4167.319066666667
VA,PITTSYLVANIA,4853.39285
VA,PORTSMOUTH (CITY),984.6954999999999
VA,PRINCE GEORGE,1080.0714285714287
VA,PRINCE WILLIAM,5665.289868421053
VA,PULASKI,2946.4185
VA,RICHMOND,16101.433857142856
VA,RICHMOND (CITY),3390.750625
VA,ROANOKE,1662.857
VA,ROANOKE (CITY),1329.604024390244
VA,ROCKBRIDGE,911.2672857142858
VA,ROCKINGHAM,14257.433333333332
VA,RUSSELL,272.0
VA,SALEM (CITY),320.0972727272727
VA,SCOTT,316.25
VA,SHENANDOAH,44268.4529
VA,SMYTH,238.0
VA,SOUTHAMPTON,2200.99125
VA,SPOTSYLVANIA,92.57542857142857
VA,STAFFORD,12350.758749999999
VA,SUFFOLK (CITY),1363.9099090909092
VA,SUSSEX,6.853333333333334
VA,TAZEWELL,0.258
VA,VIRGINIA BEACH (CITY),2402.593933333333
VA,WARREN,1925.60316
VA,WASHINGTON,3331.5913333333333
VA,WESTMORELAND,22.0
VA,WINCHESTER (CITY),771.2955
VA,WISE,15551.42076923077
VA,WYTHE,4403.746666666667
VA,YORK,1864.87375
VI,ST. CROIX ISLAND,9240.094107142857
VI,ST. THOMAS ISLAND,81.10611111111112
VT,ADDISON,6117.940857142857
VT,BENNINGTON,3773.6666666666665
VT,CALEDONIA,809.6309999999999
VT,CHITTENDEN,8207.536315789474
VT,ESSEX,3.22
VT,FRANKLIN,572.8321249999999
VT,ORLEANS,11.636000000000001
VT,RUTLAND,4558.201153846154
VT,WASHINGTON,5.0
VT,WINDHAM,1592.4999285714287
WA,ADAMS,227538.12066666665
WA,ASOTIN,21.54
WA,BENTON,179769.2184166667
WA,CHELAN,6460.1584
