Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
RPS COMPOSITES VIRGINIA INC.,FRONT ROYAL,WARREN,VA,22630,38.92395,-78.1897,Plastics and Rubber,YES,5546.0,0.0,0.0,7395.0
P4 PRODUCTION LLC,SODA SPRINGS,CARIBOU,ID,83276,42.687031,-111.5878,Chemicals,NO,3390.0,37.71,0.0,56167.2
PUMPELLY OIL ACQUISITION LLC,MONTGOMERY,MONTGOMERY,AL,36110,32.41281,-86.29773,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
ROGERS CORP - WOODSTOCK,WOODSTOCK,WINDHAM,CT,6281,41.98372,-71.97599,Plastics and Rubber,NO,5.0,0.0,0.0,10.0
HYDRITE CHEMICAL CO.,COTTAGE GROVE,DANE,WI,53527,43.076667,-89.202222,Chemicals,NO,0.0,0.0,0.0,0.0
DYNACHEM INC,GEORGETOWN,VERMILION,IL,61846,40.00556,-87.643266,Chemicals,NO,0.0,0.0,0.0,0.0
INDUSTRIAL CHEMICALS CORP,ARVADA,ADAMS,CO,80002,39.802849,-105.047847,Chemical Wholesalers,NO,0.0,0.0,0.0,0.0
SHINTECH PLAQUEMINE PLANT,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.2594,-91.1737,Chemicals,NO,124.51,0.0,0.0,127.76
HSM-HIGH POINT (PLANT 1),HIGH POINT,GUILFORD,NC,27263,35.93848,-79.96596,Plastics and Rubber,NO,0.0,0.0,0.0,0.0
UNIVAR SOLUTIONS USA INC ODESSA,ODESSA,ECTOR,TX,79762,31.87215,-102.30488,Chemical Wholesalers,NO,16.059,0.0,0.0,297.045
SENERGY PETROLEUM LLC - ALBUQUERQUE BULK PLANT,ALBUQUERQUE,BERNALILLO,NM,87105,35.021617,-106.645836,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
ST PAUL PARK REFINING CO LLC,SAINT PAUL PARK,WASHINGTON,MN,55071,44.850583,-93.002139,Petroleum,NO,470.0,13.0,0.0,2383.0
NALCO CO,CHICAGO,COOK,IL,60638,41.771348,-87.777899,Chemicals,YES,0.0,0.0,0.0,0.0
OCCIDENTAL - NORTH HOBBS UNIT RCF & WIB,HOBBS,LEA,NM,88240,32.719688,-103.198697,Natural Gas Processing,NO,586.0,0.0,0.0,1763.155
ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,CANTONMENT,ESCAMBIA,FL,325338926,30.596678,-87.251977,Chemicals,NO,0.0,0.0,0.0,120030.0
CROMARTIE AGRICULTURAL CHEMICALS INC.,LEESBURG,LEE,GA,31763,31.633311,-84.243419,Chemicals,NO,0.0,0.0,0.0,0.0
THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.320903,-91.239015,Chemicals,NO,3497.0,0.0,0.0,3635.0
GRADY GAS PLANT,LINDSAY,GRADY,OK,73116,34.782985,-97.683194,Natural Gas Processing,YES,596.0,0.0,0.0,615.0
SUN CHEMICAL,NEWPORT,NEW CASTLE,DE,19804,39.71161,-75.60906,Chemicals,NO,1401.0,0.0,0.0,20361.0
1500 SOUTH TIBBS LLC,INDIANAPOLIS,MARION,IN,46241,39.740281,-86.218331,Chemicals,NO,0.0,0.0,0.0,0.0
PHILLIPS 66 FERNDALE REFINERY,FERNDALE,WHATCOM,WA,98248,48.830142,-122.692114,Petroleum,NO,4838.0,164.0,0.0,5948.0
TEXAS INTERNATIONAL TERMINALS,GALVESTON,GALVESTON,TX,77554,29.302843,-94.824539,Petroleum Bulk Terminals,YES,10.0,0.0,0.0,51.0
WAYNOKA GAS PLANT,ALVA,WOODS,OK,73717,36.652655,-98.767529,Natural Gas Processing,YES,6100.0,0.0,0.0,6100.0
HALLIBURTON DUNCAN FIELD CAMP,DUNCAN,STEPHENS,OK,73533,34.494571,-97.943148,Chemicals,NO,0.0,0.0,0.0,0.0
PPG LAFAYETTE,LAFAYETTE,TIPPECANOE,IN,47905,40.41317,-86.85783,Chemicals,NO,0.0,0.0,0.0,884.0
EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,NO,170.0,0.0,0.0,170.0
SENERGY PETROLEUM LLC - BLOOMFIELD BULK PLANT,BLOOMFIELD,SAN JUAN,NM,87413,36.680853,-107.976271,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
SHERWIN-WILLIAMS CO,MOLINE,ROCK ISLAND,IL,61265,41.488959,-90.462278,Chemicals,YES,689.0,0.0,0.0,789.0
FUSION CERAMICS INC,CARROLLTON,CARROLL,OH,44615,40.5645,-81.09279,Chemicals,NO,0.0,0.0,0.0,0.0
FORTH TECHNOLOGIES INC,LOUISVILLE,JEFFERSON,KY,40203,38.22872,-85.74466,Chemicals,NO,112.0,0.0,0.0,123.2
APAC-MISSISSIPPI INC MERIDIAN ASPHALT PLANT,MERIDIAN,LAUDERDALE,MS,39305,32.38187,-88.66888,Petroleum,NO,0.01,0.0,0.0,0.012
ALLEGHENY PETROLEUM PRODUCTS CO.,ANGLETON,BRAZORIA,TX,77515,29.264771,-95.451482,Petroleum,NO,0.0,0.0,0.0,0.0
EQUISTAR CHEMICALS LP,CORPUS CHRISTI,NUECES,TX,78410,27.81,-97.593611,Chemicals,NO,4.46,0.0,0.0,35.62
ABC COMPOUNDING CO. INC.,CONYERS,ROCKDALE,GA,30013,33.63432,-83.95704,Chemicals,NO,0.0,0.0,0.0,0.0
PHILLLIPS 66 CO BORGER REFINERY,BORGER,HUTCHINSON,TX,79007,35.703056,-101.36305,Petroleum,YES,0.0,0.0,0.0,150.735
HOUSTON REFINING LP,HOUSTON,HARRIS,TX,77017,29.7125,-95.235833,Petroleum,NO,10325.0,0.0,0.0,13956.0
NYSTAR GORDONSVILLE MINE & MILL,GORDONSVILLE,SMITH,TN,38563,36.19631,-85.9364,Metal Mining,NO,981.3,1904.15,0.0,2868389.99
HEXCEL CORP,SALT LAKE CITY,SALT LAKE,UT,84118,40.653604,-112.054074,Chemicals,NO,0.0,0.0,0.0,0.0
SUTERRA LLC,BEND,DESCHUTES,OR,97701,44.114175,-121.277139,Chemicals,NO,237.629,0.0,0.0,4990.209
JEBRO INC,SIOUX CITY,WOODBURY,IA,51111,42.431445,-96.382209,Petroleum,YES,8.82,0.0,0.0,8.82
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,775110000,29.231225,-95.196088,Chemicals,NO,0.0,4506.0,0.0,4506.0
ONE EARTH ENERGY LLC,GIBSON CITY,FORD,IL,60936,40.471085,-88.39574,Chemicals,NO,6007.982,0.0,0.0,6021.842
EXXONMOBIL OIL CORP EAST PROVIDENCE TERMINAL,EAST PROVIDENCE,PROVIDENCE,RI,2915,41.787793,-71.343584,Petroleum Bulk Terminals,YES,3.0,0.0,0.0,5.0
CHEMOURS JOHNSONVILLE PLANT,NEW JOHNSONVILLE,HUMPHREYS,TN,37134,36.043056,-87.981667,Chemicals,NO,150.0,1288.0,0.0,1025485.0
SOLVAY CHEMICALS INC,LONGVIEW,COWLITZ,WA,98632,46.136952,-122.982513,Chemicals,NO,0.0,77.26,0.0,77.26
MARCUS PAINT CO,LOUISVILLE,JEFFERSON,KY,40202,38.25436,-85.74886,Chemicals,NO,5.0,0.0,0.0,2186.0
PLACID REFINING CO LLC,PORT ALLEN,WEST BATON ROUGE PARISH,LA,70767,30.475803,-91.208107,Petroleum,YES,746.0,14.0,0.0,773.0
PHILLIPS 66 LOS ANGELES REFINERY MARINE TERMINAL,WILMINGTON,LOS ANGELES,CA,90744,33.754914,-118.270655,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
3M CHEMICAL OPERATIONS' COTTAGE GROVE FACILITY,COTTAGE GROVE,WASHINGTON,MN,55016,44.789444,-92.908333,Chemicals,NO,0.0,78090.0,0.0,78090.0
TEAM WENDY LLC,CLEVELAND,CUYAHOGA,OH,44110,41.56427,-81.56114,Plastics and Rubber,YES,0.0,0.0,0.0,0.0
RESEARCH SOLUTIONS GROUP INC,LA VERGNE,RUTHERFORD,TN,37086,36.00421,-86.59262,Chemical Wholesalers,NO,250.0,0.0,0.0,500.0
SHERWIN-WILLIAMS CO,ARLINGTON,TARRANT,TX,76011,32.75412,-97.05999,Chemicals,NO,14.0,0.0,0.0,14.0
DYSTAR LP,REIDSVILLE,ROCKINGHAM,NC,27320,36.32093,-79.64907,Chemicals,NO,0.0,0.0,0.0,0.0
SHELL CHEMICAL LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Chemicals,YES,860.0,14.0,0.0,2074.0
SHINTECH PLAQUEMINE PLANT,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.2594,-91.1737,Chemicals,NO,101.98,0.0,0.0,133.04
SYNTHOMER INC.,CHESTER,CHESTER,SC,29706,34.695556,-81.196667,Chemicals,NO,0.12,0.0,0.0,6.14
SHERWIN-WILLIAMS CO,FERNLEY,LYON,NV,89408,39.61681,-119.2084,Chemicals,YES,0.1,0.0,0.0,0.1
CPI OPERATIONS LLC,PAULSBORO,GLOUCESTER,NJ,8066,39.840932,-75.226205,Petroleum,NO,1581.6,0.0,0.0,1584.1
GULF OIL LP NEW HAVEN TERMINAL,NEW HAVEN,NEW HAVEN,CT,6517,41.29597,-72.90211,Petroleum Bulk Terminals,YES,238.0,0.0,0.0,399.0
CHEVRON PRODUCTS CO - SALT LAKE REFINERY,SALT LAKE CITY,SALT LAKE,UT,84116,40.824668,-111.930772,Petroleum,NO,412.3,0.0,0.0,702.2
SHELL NORCO CHEMICAL PLANT,NORCO,ST. CHARLES PARISH,LA,70079,30.000964,-90.403863,Petroleum,YES,8.82,0.0,0.0,274.61
POLYCHEMIE INC,PEARLINGTON,HANCOCK,MS,39572,30.223021,-89.577658,Chemicals,NO,20.0,0.0,0.0,1620.0
CHAMPIONX-HUGHESVILLE,HUGHESVILLE,LYCOMING,PA,17737,41.22712,-76.72896,Chemical Wholesalers,NO,0.0,0.0,0.0,0.0
LIPPERT PLANT 241,WAXAHACHIE,ELLIS,TX,75165,32.44937,-96.83559,Plastics and Rubber,YES,0.0,0.0,0.0,0.099
STANCHEM INC,EAST BERLIN,HARTFORD,CT,6023,41.62,-72.713889,Chemicals,YES,49.68,0.0,0.0,52.98
HIGHLINE WARREN - ALBANY,ALBANY,LINN,OR,97321,44.672248,-123.064122,Chemicals,NO,5680.0,0.0,0.0,11640.0
POLYNT COMPOSITES USA INC.,JACKSONVILLE,DUVAL,FL,32254,30.326893,-81.745758,Chemicals,NO,230.0,0.0,0.0,235.0
CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,CORPUS CHRISTI,NUECES,TX,78407,27.80382,-97.44441,Petroleum Bulk Terminals,YES,18.62,0.0,0.0,62.62
BLUEWING ONE LLC,BROWNSVILLE,CAMERON,TX,78521,25.96091,-97.382631,Petroleum Bulk Terminals,NO,250.0,0.0,0.0,500.0
BP PRODUCTS NA WHITING BUSINESS UNIT,WHITING,LAKE,IN,46394,41.663055,-87.479643,Petroleum,NO,0.0,0.0,0.0,130.0
HILL MANUFACTURING CO. INC.,ATLANTA,FULTON,GA,30315,33.713661,-84.382652,Chemicals,NO,0.0,0.0,0.0,0.0
TALLGRASS MIDSTREAM LLC - CASPER GAS PLANT & COMPRESSOR STAT,CASPER,NATRONA,WY,82609,42.85324,-106.38899,Natural Gas Processing,NO,0.0,0.0,0.0,0.0
DIAMOND SHAMROCK REFINING CO LP,SUNRAY,MOORE,TX,79086,35.951944,-101.873889,Petroleum,NO,19.0,0.0,0.0,225.0
TOTALENERGIES PETROCHEMICALS & REFINING USA INC-PORT ARTHUR,PORT ARTHUR,JEFFERSON,TX,77642,29.957935,-93.897484,Petroleum,NO,189.2,0.0,0.0,476.53
BENJAMIN MOORE & CO-NEWARK,NEWARK,ESSEX,NJ,7105,40.74001,-74.132483,Chemicals,YES,0.0,0.0,0.0,0.0
TEXAS REFINERY CORP,MANSFIELD,TARRANT,TX,76063,32.551346,-97.146219,Petroleum,NO,0.0,0.0,0.0,0.0
OCCIDENTAL CHEMICAL HOLDING CORP,CONVENT,ST. JAMES PARISH,LA,70723,30.05509,-90.83084,Chemicals,NO,36.0,0.0,0.0,3808.0
DCP MIDSTREAM EAGLE GAS PLANT,EDNA,JACKSON,TX,77957,29.135833,-96.658889,Natural Gas Processing,NO,0.0,0.0,0.0,0.0
EUNICE NATURAL GAS PROCESSING PLANT,EUNICE,ACADIA PARISH,LA,70535,30.455267,-92.529956,Natural Gas Processing,NO,18.0,90.0,0.0,1350.0
UNITED INITIATORS INC,HELENA,PHILLIPS,AR,72342,34.515639,-90.65525,Chemicals,NO,0.0,0.0,0.0,0.0
ALBEMARLE CORP,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.49375,-91.17874,Chemicals,NO,1614.0,0.0,0.0,7192.0
ORION ENGINEERED CARBONS-IVANHOE CARBON BLACK PLANT,FRANKLIN,ST. MARY PARISH,LA,70538,29.775416,-91.734954,Chemicals,NO,41308.08,0.0,0.0,41308.08
WYNNEWOOD REFINING CO,WYNNEWOOD,GARVIN,OK,73098,34.6289,-97.1685,Petroleum,YES,2311.0,0.7,0.0,9461.18
JACAM MANUFACTURING 2013 LLC NORTH PLANT,STERLING,RICE,KS,67579,38.20819,-98.20683,Chemicals,YES,250.0,0.0,0.0,250.0
TURF CARE SUPPLY LLC.,MARTINS FERRY,BELMONT,OH,43935,40.13726,-80.71057,Chemicals,NO,0.0,0.0,0.0,0.0
GENESIS CUSTOM CHEMICAL BLENDING,ENNIS,ELLIS,TX,75119,32.34983,-96.64137,Chemicals,NO,36.94,0.0,0.0,580.94
BASF CORP,MC INTOSH,WASHINGTON,AL,36553,31.2789,-88.0043,Chemicals,NO,28532.0,0.0,0.0,120506.0
UNIVAR SOLUTIONS USA - MORRISVILLE BRANCH,MORRISVILLE,BUCKS,PA,19067,40.16986,-74.7576,Chemical Wholesalers,NO,0.0,0.0,0.0,145.0
E-CHEM LLC,ALBUQUERQUE,BERNALILLO,NM,87105,35.01973,-106.64383,Chemicals,NO,0.0,0.0,0.0,0.0
HUNTING TITAN-MILFORD,MILFORD,HILL,TX,76670,32.100934,-96.988103,Chemicals,YES,4.0,0.0,0.0,4.0
PHILLIPS 66 LOS ANGELES REFINERY CARSON PLANT,CARSON,LOS ANGELES,CA,90745,33.808333,-118.245833,Petroleum,NO,40.0,0.0,0.0,180.0
HF SINCLAIR PUGET SOUND REFINING LLC,ANACORTES,SKAGIT,WA,98221,48.472836,-122.560194,Petroleum,NO,2126.0,1.0,0.0,4929.0
LUBRIZOL CORP PAINESVIL LE PLANT,PAINESVILLE,LAKE,OH,44077,41.720278,-81.273611,Chemicals,YES,1.0,0.0,0.0,1.0
THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.320903,-91.239015,Chemicals,YES,0.0,0.0,0.0,116951.0
DYNO NOBEL- ST.HELENS PLANT,DEER ISLAND,COLUMBIA,OR,97054,45.9122,-122.8286,Chemicals,NO,7.0,0.0,0.0,28365.0
EQUISTAR CHEMICALS LP,CORPUS CHRISTI,NUECES,TX,78410,27.81,-97.593611,Chemicals,YES,679.31,1.58,0.0,1120.44
ONEOK HYDROCARBON L.P. - MONT BELVIEU NGL FRACTIONATION (MB,BAYTOWN,CHAMBERS,TX,77523,29.861102,-94.892662,Natural Gas Processing,NO,14515.0,0.0,0.0,14859.0
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,YES,4100.0,0.0,0.0,7700.0
HERON LAKE BIOENERGY LLC,HERON LAKE,JACKSON,MN,56137,43.862199,-95.300983,Chemicals,NO,0.0,0.0,0.0,0.0
GULF OIL LP LINDEN TERMINAL,LINDEN,UNION,NJ,7036,40.604569,-74.23465,Petroleum Bulk Terminals,YES,803.24,15.29,0.0,826.22
U.S. SILVER - IDAHO INC,WALLACE,SHOSHONE,ID,83873,47.48289,-115.961552,Metal Mining,NO,0.0,0.0,0.0,2173100.0
SHELL CATALYSTS & TECHNOLOGIES LP,MICHIGAN CITY,LAPORTE,IN,46360,41.724934,-86.877373,Chemicals,NO,0.0,0.0,0.0,0.0
SUPERIOR INDUSTRIAL SOLUTIONS INC.,ARNOLD,JEFFERSON,MO,63010,38.4307,-90.351776,Chemical Wholesalers,NO,0.0,0.0,0.0,0.0
MAGNI INDUSTRIES INC.,DETROIT,WAYNE,MI,48209,42.32285,-83.11118,Chemicals,NO,147.0,0.0,0.0,294.0
CARFAIR COMPOSITES USA INC. - WAUSAUKEE,WAUSAUKEE,MARINETTE,WI,54177,45.37649,-87.94706,Plastics and Rubber,YES,14331.0,0.0,0.0,14331.0
CIRCLE K TERMINAL,PHOENIX,MARICOPA,AZ,85043,33.45123,-112.17696,Petroleum Bulk Terminals,NO,197.67,0.0,0.0,439.74
HERZOG SAVANNAH PLANT,SAVANNAH,ANDREW,MO,64485,39.890752,-94.824472,Petroleum,YES,0.0,0.0,0.0,0.0
BAXALTA US INC,THOUSAND OAKS,VENTURA,CA,91320,34.20461,-118.93067,Chemicals,NO,0.0,0.0,0.0,0.0
HELENA INDUSTRIES LLC,WEST HELENA,PHILLIPS,AR,72390,34.551861,-90.656917,Chemicals,NO,0.0,0.0,0.0,0.0
OCEANAGOLD HAILE GOLD MINE,KERSHAW,LANCASTER,SC,29067,34.597431,-80.532552,Metal Mining,YES,0.3,27.0,0.0,77027.4
USPHARMA LTD.,MIAMI LAKES,MIAMI-DADE,FL,33014,25.900091,-80.292668,Chemicals,NO,36.9,0.0,0.0,118.29
ASARCO LLC RAY MINE OPERATIONS,KEARNY,PINAL,AZ,85137,33.156,-110.978,Metal Mining,YES,0.0,0.0,0.0,0.0
PCI SYNTHESIS,NEWBURYPORT,ESSEX,MA,1950,42.803412,-70.889559,Chemicals,YES,1271.0,0.0,0.0,1589.0
HERITAGE-CRYSTAL CLEAN LLC - RE-REFINERY,INDIANAPOLIS,MARION,IN,46222,39.781162,-86.225313,Petroleum,YES,0.0,0.0,0.0,0.0
STEPAN CO MILLSDALE ROAD,ELWOOD,WILL,IL,60421,41.441667,-88.15972,Chemicals,YES,11335.0,0.0,0.0,11335.0
VIBRANTZ COLOR SOLUTIONS INC.,CINCINNATI,HAMILTON,OH,45215,39.23731,-84.46402,Chemicals,NO,600.0,0.0,0.0,923.0
WILLIAMS MOBILE BAY GAS PROCESSING FACILITY,CODEN,MOBILE,AL,36523,30.400556,-88.177222,Natural Gas Processing,YES,620.0,0.0,0.0,1480.0
BLANCHARD TERMINAL CO - SELMA BUFFALO NC TERMINAL,SELMA,JOHNSTON,NC,27576,35.54906,-78.306319,Petroleum Bulk Terminals,NO,4.0,0.0,0.0,9.0
PANELTECH,HOQUIAM,GRAYS HARBOR,WA,98550,46.969462,-123.855145,Chemicals,NO,153.0,0.0,0.0,153.0
DAVIES MOLDING LLC,CAROL STREAM,DUPAGE,IL,60188,41.908826,-88.109717,Plastics and Rubber,NO,0.0,0.0,0.0,17.9
CITGO PETROLEUM CORP LEMONT REFINERY,LEMONT,WILL,IL,60439,41.656971,-88.044441,Petroleum,NO,275.0,0.0,0.0,306.0
COSMO INTERNATIONAL CORP,DEERFIELD BEACH,BROWARD,FL,33442,26.29896,-80.12608,Chemicals,NO,0.0,0.0,0.0,0.0
TIDEWATER TERMINAL CO SNAKE RIVER TERMINAL,PASCO,FRANKLIN,WA,99301,46.224013,-119.016813,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
AC&S INC,NITRO,PUTNAM,WV,25143,38.4235,-81.8448,Chemicals,NO,0.0,0.0,0.0,0.0
KEMPER SYSTEM AMERICA INC,WEST SENECA,ERIE,NY,14224,42.84798,-78.74217,Chemicals,NO,0.0,0.0,0.0,0.0
MERCK SHARP & DOHME LLC,RAHWAY,UNION,NJ,7065,40.612743,-74.260921,Chemicals,YES,6.0,0.0,0.0,7.0
M-I LLC,BROUSSARD,LAFAYETTE PARISH,LA,70518,30.11319,-91.94324,Chemicals,NO,0.0,0.0,0.0,0.0
EOG RESOURCES INC SHINER HUB,GONZALES,GONZALES,TX,78629,29.369897,-97.270304,Natural Gas Processing,NO,250.0,0.0,0.0,500.0
DIAMOND R FERTILIZER CO INC,OKEECHOBEE,OKEECHOBEE,FL,34972,27.25092,-80.82528,Chemicals,NO,0.0,0.0,0.0,0.0
BLANCHARD TERMINAL CO - NASHVILLE 51 AVE TN TERMINAL,NASHVILLE,DAVIDSON,TN,37209,36.16294,-86.849152,Petroleum Bulk Terminals,NO,400.0,0.0,0.0,690.0
HAVILAND PRODUCTS CO,KALAMAZOO,KALAMAZOO,MI,49004,42.31864,-85.58389,Chemical Wholesalers,YES,0.0,0.0,0.0,0.0
SCOTTS CO,MARYSVILLE,UNION,OH,43041,40.209703,-83.313333,Chemicals,NO,0.0,0.0,0.0,0.0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,CARSON,LOS ANGELES,CA,90745,33.815889,-118.243953,Petroleum,YES,0.0,0.0,0.0,2.0
SENERGY PETROLEUM LLC - BLOOMFIELD BULK PLANT,BLOOMFIELD,SAN JUAN,NM,87413,36.680853,-107.976271,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
INTERSTATE CHEMICAL CO INC,HERMITAGE,MERCER,PA,16148,41.196111,-80.471944,Chemical Wholesalers,NO,55.0,0.0,0.0,57.4
CHEMOURS JOHNSONVILLE PLANT,NEW JOHNSONVILLE,HUMPHREYS,TN,37134,36.043056,-87.981667,Chemicals,YES,0.975,2.724,0.0,1182.534
DYNACHEM INC,GEORGETOWN,VERMILION,IL,61846,40.00556,-87.643266,Chemicals,NO,0.0,0.0,0.0,0.0
SAINT THOMAS BULK TERMINAL,SAINT THOMAS,ST. THOMAS ISLAND,VI,802,18.336255,-64.967241,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
TOTAL GUAYNABO BULK TERMINAL,GUAYNABO,GUAYNABO MUNICIPIO,PR,965,18.425225,-66.106555,Petroleum Bulk Terminals,YES,48.32,0.0,0.0,48.32
JANSSEN PHARMACEUTICALS INC.,ATHENS,CLARKE,GA,30601,33.9803,-83.32911,Chemicals,NO,261.0,0.0,0.0,899.0
FORELAND REFINING CORP EAGLE SPRINGS REFINERY,ELY,NYE,NV,89301,38.6222,-115.6189,Petroleum,NO,1732.2,0.0,0.0,2531.8
SENERGY PETROLEUM LLC - PROVO BULK PLANT,PROVO,UTAH,UT,84606,40.224905,-111.657761,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
MAGNI INDUSTRIES INC,INDEPENDENCE,BOONE,KY,41051,38.950444,-84.601528,Chemicals,NO,750.0,0.0,0.0,1500.0
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,YES,3500.0,76.0,0.0,8676.0
CLIMAX MOLYBDENUM CO HENDERSON MILL,PARSHALL,GRAND,CO,80468,39.858306,-106.083374,Metal Mining,NO,0.0,0.0,0.0,53000.0
COVESTRO LLC,BAYTOWN,CHAMBERS,TX,77523,29.7575,-94.903056,Chemicals,NO,65.0,0.0,0.0,1677.0
FIRST SOURCE WORLDWIDE LLC,MILWAUKEE,MILWAUKEE,WI,53226,43.03063,-88.05946,Chemical Wholesalers,NO,0.0,0.0,0.0,0.0
KOHLER CO,BROWNWOOD,BROWN,TX,76801,31.66526,-99.0004,Plastics and Rubber,NO,6.0,0.0,0.0,6.18
KOCH FERTILIZER ENID LLC,ENID,GARFIELD,OK,73701,36.3791,-97.7613,Chemicals,NO,16.0,85.0,0.0,106.0
PORT CONSOLIDATED INC.,WEST PALM BEACH,PALM BEACH,FL,33411,26.70466,-80.15782,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
THARALDSON ETHANOL PLANT I LLC,CASSELTON,CASS,ND,58012,46.90411,-97.26349,Chemicals,NO,0.0,0.0,0.0,0.0
BONE SPRINGS PLANT,BARSTOW,WARD,TX,79719,31.455605,-103.393389,Natural Gas Processing,NO,779.0,0.0,0.0,836.0
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,Petroleum,NO,0.0,0.0,0.0,55.0
CJB INDUSTRIES INC CS PLANT,VALDOSTA,LOWNDES,GA,31601,30.84452,-83.25292,Chemicals,NO,0.0,0.0,0.0,0.0
PARKER LORD CORP,SAEGERTOWN,CRAWFORD,PA,16433,41.713056,-80.141944,Chemicals,NO,5.2,0.0,0.0,10.2
MODERN RECREATIONAL TECHNOLOGIES INC. (FORMERLY KOP-COAT MAR,ROCKAWAY,MORRIS,NJ,7866,40.90549,-74.50342,Chemicals,NO,250.0,0.0,0.0,500.0
MAKENA GAS PLANT,BRIGGSDALE,WELD,CO,80611,40.630222,-104.260947,Natural Gas Processing,NO,50.0,0.0,0.0,50.0
PENNSYLVANIA GRAIN PROCESSING LLC,CLEARFIELD,CLEARFIELD,PA,16830,41.02828,-78.42462,Chemicals,NO,0.0,0.0,0.0,0.0
PETRO STAR FAIRBANKS RAIL & TRUCK TERMINAL,FAIRBANKS,FAIRBANKS NORTH STAR BORO,AK,99709,64.85153,-147.764825,Petroleum Bulk Terminals,NO,0.0,0.006,0.0,0.006
TNEMEC CO INC,NORTH KANSAS CITY,CLAY,MO,64116,39.14474,-94.58213,Chemicals,NO,1206.0,0.0,0.0,1206.0
3M CHEMICAL OPERATIONS' CORDOVA FACILITY,CORDOVA,ROCK ISLAND,IL,61242,41.755,-90.284167,Chemicals,YES,3.0,500.0,0.0,503.0
AMERICAN ACRYLIC CORP,WEST BABYLON,SUFFOLK,NY,11704,40.71916,-73.33733,Plastics and Rubber,NO,5167.0,0.0,0.0,5417.0
ALBERDINGK BOLEY INC,GREENSBORO,GUILFORD,NC,27407,36.00477,-79.90461,Chemicals,YES,0.0,0.0,0.0,0.0
GLOBAL COS LLC - CHELSEA EASTERN AVE TERMINAL,CHELSEA,SUFFOLK,MA,2150,42.395,-71.02135,Petroleum Bulk Terminals,YES,5.0,0.0,0.0,7.0
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,775110000,29.231225,-95.196088,Chemicals,NO,0.0,0.0,0.0,17.0
CATALYST OILFIELD SERVICES 2016 LLC,GARDENDALE,ECTOR,TX,79758,32.054923,-102.293699,Chemicals,NO,0.0,0.0,0.0,250.0
ICL-IP AMERICA INC,GALLIPOLIS FERRY,MASON,WV,25515,38.77222,-82.20556,Chemicals,YES,569.06,0.0,0.0,573.02
VALERO RENEWABLE FUELS LLC*,AURORA,BROOKINGS,SD,57002,44.292337,-96.692437,Chemicals,NO,1053.0,0.0,0.0,1063.0
GENESIS CUSTOM CHEMICAL BLENDING,ENNIS,ELLIS,TX,75119,32.34983,-96.64137,Chemicals,YES,14.48,0.0,0.0,558.48
BENVIC TRINITY LLC,WEST UNITY,WILLIAMS,OH,43570,41.58475,-84.43999,Chemicals,NO,0.0,0.0,0.0,0.0
FREEPORT-MCMORAN SAFFORD INC,SAFFORD,GRAHAM,AZ,85546,32.958333,-109.675,Metal Mining,NO,250.0,0.0,0.0,33950.0
WESTERN MARKETING-TYE,TYE,TAYLOR,TX,79563,32.45872,-99.84739,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,0.0
MOZEL COLUMBIA,COLUMBIA,MONROE,IL,62236,38.459346,-90.240828,Chemicals,YES,250.0,0.0,0.0,250.0
