Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
MOSAIC PHOSPHATES CO FAUSTINA PLANT,SAINT JAMES,ST. JAMES PARISH,LA,70086,30.085,-90.914722,Chemicals,NO,190000.0,0.0,0.0,190000.0
EXXONMOBIL BATON ROUGE REFINERY (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.484917,-91.17392,Petroleum,YES,0.0,0.0,0.0,330.0
S&E SPECIALTY POLYMERS LLC,LUNENBURG,WORCESTER,MA,1462,42.536041,-71.704031,Chemicals,YES,0.0,0.006,0.0,0.05
PHILLIPS 66 CO SWEENY REFINERY COMPLEX,OLD OCEAN,BRAZORIA,TX,77463,29.070847,-95.750363,Petroleum,YES,0.851,0.0,0.0,0.855
STANCHEM INC,EAST BERLIN,HARTFORD,CT,6023,41.62,-72.713889,Chemicals,YES,80.6,0.0,0.0,495.8
CUE OF WEST VIRGINIA LLC,MOUNT HOPE,RALEIGH,WV,25880,37.87988,-81.18631,Plastics and Rubber,YES,0.0,0.0,0.0,0.0
BRENNTAG PACIFIC INC,SANTA FE SPRINGS,LOS ANGELES,CA,90670,33.937333,-118.060278,Chemical Wholesalers,YES,0.0,0.0,0.0,0.0
HEXION INC - ALEXANDRIA PLANT,ALEXANDRIA,RAPIDES PARISH,LA,71302,31.253803,-92.435692,Chemicals,YES,147.0,0.0,0.0,1349.0
UNIVAR SOLUTIONS USA - MORRISVILLE BRANCH,MORRISVILLE,BUCKS,PA,19067,40.16986,-74.7576,Chemical Wholesalers,NO,0.0,0.0,0.0,0.0
COVESTRO LLC,BAYTOWN,CHAMBERS,TX,77523,29.7575,-94.903056,Chemicals,NO,0.0,0.0,0.0,4.0
BEAUTY MANUFACTURING SOLUTIONS CORP.,COPPELL,DALLAS,TX,75019,32.937554,-97.007521,Chemicals,NO,0.0,0.0,0.0,0.0
SCHAEFFER MANUFACTURING,SAINT LOUIS,ST LOUIS (CITY),MO,63104,38.59999,-90.19886,Petroleum,YES,0.0,0.0,0.0,276.63
KENT'S OIL SERVICE INC.,STOCKTON,SAN JOAQUIN,CA,95205,37.9649,-121.24728,Petroleum Bulk Terminals,YES,2.45,0.0,0.0,2.45
POLYGUARD PRODUCTS INC,CORSICANA,NAVARRO,TX,75110,32.063,-96.4721,Petroleum,YES,12.1,0.0,0.0,12.14
SHELL NEW HAVEN TERMINAL,NEW HAVEN,NEW HAVEN,CT,6512,41.290439,-72.900798,Petroleum Bulk Terminals,YES,46.0,0.0,0.0,50.0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,CARSON,LOS ANGELES,CA,90745,33.815889,-118.243953,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,3.0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,CARSON,LOS ANGELES,CA,90745,33.815889,-118.243953,Petroleum Bulk Terminals,NO,0.0,0.0,0.0,5.0
KRATON CORP,BELPRE,WASHINGTON,OH,45714,39.281072,-81.637901,Chemicals,YES,1280.0,0.0,0.0,2570.0
AERVOE INDUSTRIES INC.,GARDNERVILLE,DOUGLAS,NV,89410,38.92565,-119.69961,Chemicals,NO,0.0,0.0,0.0,0.0
SHELL BIRMINGHAM TERMINAL,BIRMINGHAM,JEFFERSON,AL,35221,33.452345,-86.885335,Petroleum Bulk Terminals,NO,427.0,0.0,0.0,668.0
UNION CARBIDE CORP TEXAS CITY PLANT,TEXAS CITY,GALVESTON,TX,77590,29.3742,-94.9455,Chemicals,NO,31197.0,0.0,0.0,33162.0
REDFIELD ENERGY LLC,REDFIELD,SPINK,SD,57469,44.91166,-98.50145,Chemicals,YES,0.0,0.0,0.0,0.0
HALLIBURTON ODESSA FIELD CAMP,ODESSA,ECTOR,TX,79763,31.8077,-102.43732,Chemicals,NO,0.0,0.0,0.0,0.0
PHILLIPS 66 LOS ANGELES REFINERY MARINE TERMINAL,WILMINGTON,LOS ANGELES,CA,90744,33.754914,-118.270655,Petroleum Bulk Terminals,YES,1.0,0.0,0.0,5.0
JCI JONES CHEMICALS INC.,RIVERVIEW,WAYNE,MI,48193,42.17789,-83.16774,Chemical Wholesalers,NO,1.0,0.0,0.0,1.0
CLARIANT CORP - BROUSSARD SITE,BROUSSARD,LAFAYETTE PARISH,LA,70518,30.14583,-91.93665,Chemical Wholesalers,NO,0.0,0.0,0.0,0.0
TICONA POLYMERS INC,BISHOP,NUECES,TX,78343,27.569714,-97.83493,Chemicals,NO,25178.0,0.0,0.0,25264.0
SIMPLOT PHOSPHATES LLC,ROCK SPRINGS,SWEETWATER,WY,82901,41.53841,-109.12746,Chemicals,NO,1.87,0.0,0.0,131.87
ALBEMARLE CORP PASADENA PLANT,PASADENA,HARRIS,TX,77503,29.742498,-95.165513,Chemicals,NO,5.0,0.0,0.0,10.0
ALLNEX USA INC.,EAST SAINT LOUIS,ST. CLAIR,IL,62205,38.601691,-90.132661,Chemicals,YES,0.0,0.0,0.0,0.0
NYRSTAR CLARKSVILLE INC,CLARKSVILLE,MONTGOMERY,TN,37040,36.518398,-87.40293,Metal Mining,NO,0.0,0.0,0.0,21986.0
SHELL CHEMICAL LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Chemicals,YES,0.0,0.0,0.0,0.0
SHINTECH PLAQUEMINE PLANT,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.2594,-91.1737,Chemicals,NO,39375.4,0.0,0.0,39382.92
ADM CORN PROCESSING,CEDAR RAPIDS,LINN,IA,524044322,41.9192,-91.6862,Chemicals,YES,8999.0,0.0,0.0,9004.0
LATHAM GAS PLANT,PLATTEVILLE,WELD,CO,80651,40.256711,-104.734859,Natural Gas Processing,NO,11.0,0.0,0.0,99.0
VOLUNTEER ADHESIVE CORP,LAFAYETTE,MACON,TN,37083,36.53939,-86.0136,Chemicals,NO,0.0,0.0,0.0,1362.69
USS-CLAIRTON PLANT,CLAIRTON,ALLEGHENY,PA,15025,40.305088,-79.876911,Petroleum,NO,1.0,0.0,0.0,1.0
BASF TRILON M,THEODORE,MOBILE,AL,36582,30.51452,-88.12353,Chemicals,NO,59.0,0.0,0.0,80.0
TURF CARE SUPPLY LLC.,MARTINS FERRY,BELMONT,OH,43935,40.13726,-80.71057,Chemicals,NO,0.0,0.0,0.0,0.0
PRC-DESOTO INTERNATIONAL INC.,MOJAVE,KERN,CA,93501,34.9885,-118.15004,Chemicals,NO,113.0,0.0,0.0,173.0
FLUSHING ASPHALT LLC,FLUSHING,QUEENS,NY,11354,40.769648,-73.847046,Petroleum,NO,0.0,0.0,0.0,0.0
EVOLVE FURNITURE LLC,WESLACO,HIDALGO,TX,78599,26.170709,-97.971666,Plastics and Rubber,YES,750.0,0.0,0.0,755.0
SACHS CHEMICAL INC,CAGUAS,CAGUAS MUNICIPIO,PR,725,18.294349,-66.05422,Chemical Wholesalers,NO,0.0,0.0,0.0,0.0
SENERGY PETROLEUM LLC - PROVO BULK PLANT,PROVO,UTAH,UT,84606,40.224905,-111.657761,Petroleum Bulk Terminals,YES,0.0,0.0,0.0,0.0
BOSTIK INC.,ASHLAND,ASHLAND,OH,44805,40.88273,-82.32295,Chemicals,NO,144.0,0.0,0.0,791.0
CAMBREX CHARLES CITY INC,CHARLES CITY,FLOYD,IA,50616,43.055278,-92.668278,Chemicals,NO,80.0,0.0,0.0,272.0
HUTCHINSON SEALING SYSTEMS INC,CHURCH HILL,HAWKINS,TN,37642,36.50388,-82.76972,Plastics and Rubber,NO,1408.0,0.0,0.0,1408.01
DIVERSEY INC.,WATERTOWN,JEFFERSON,WI,53094,43.18361,-88.72163,Chemicals,YES,0.0,0.0,0.0,0.0
J R SIMPLOT CO LATHROP,LATHROP,SAN JOAQUIN,CA,95330,37.805832,-121.276115,Chemicals,NO,3.08,0.0,0.0,14.358
ROYAL CHEMICAL CO,CHATTANOOGA,HAMILTON,TN,37405,35.07139,-85.33157,Chemicals,NO,1.0,0.0,0.0,51.0
LONE STAR SPECIALTY PRODUCTS LLC,LONE STAR,MORRIS,TX,75668,32.925508,-94.708466,Chemicals,NO,41.0,0.0,0.0,41.2
DEER PARK REFINING LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Petroleum,NO,0.0,2400.0,0.0,3800.0
WESTLAKE CHEMICALS & VINYLS LLC,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.262255,-91.185837,Chemicals,NO,0.0,0.0,0.0,0.0
MIDWAY GAS PLANT,CRANE,CRANE,TX,79731,31.499865,-102.641279,Natural Gas Processing,NO,0.0,0.0,0.0,0.0
LYONDELLBASELL ACETYLS LLC,LA PORTE,HARRIS,TX,77571,29.712222,-95.066667,Chemicals,NO,0.0,0.48,0.0,0.48
MPLX TERMINALS LLC - CINCINNATI OH TERMINAL,CINCINNATI,HAMILTON,OH,45204,39.07655,-84.608291,Petroleum Bulk Terminals,YES,35.0,0.0,0.0,64.0
PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),SAINT JOHNSBURY,CALEDONIA,VT,5819,44.37492,-71.95161,Petroleum,YES,0.1,0.0,0.0,0.7
AMERICAN PHOENIX INC.,ANNISTON,CALHOUN,AL,36207,33.61781,-85.76881,Chemicals,NO,5.0,0.0,0.0,10.0
CALUMET BRANDED PRODUCTS LLC,SHREVEPORT,CADDO PARISH,LA,71115,32.368706,-93.648881,Petroleum,NO,0.45,0.0,0.0,16525.45
SMC NYE MINE SITE,NYE,STILLWATER,MT,59061,45.386111,-109.873333,Metal Mining,NO,0.0,0.0,0.0,21.3
NESSON GAS PLANT,TIOGA,WILLIAMS,ND,58852,48.358375,-103.04411,Natural Gas Processing,NO,1132.0,0.0,0.0,1167.0
SI GROUP INC,ORANGEBURG,ORANGEBURG,SC,29115,33.472222,-80.873611,Chemicals,NO,59.0,0.0,0.0,64.0
DCP MIDSTREAM LP/OKARCHE PLANT,OKARCHE,CANADIAN,OK,73762,35.734125,-98.084146,Natural Gas Processing,NO,340.0,0.0,0.0,610.0
JCI JONES CHEMICALS INC.,WARWICK,ORANGE,NY,10990,41.252205,-74.373509,Chemical Wholesalers,NO,2.0,0.0,0.0,2.0
TESORO REFINING & MARKETING COMPANY LLC - SLC,SALT LAKE CITY,SALT LAKE,UT,84103,40.791667,-111.902778,Petroleum Bulk Terminals,NO,69.0,0.0,0.0,169.0
LEXAMAR CORP,BOYNE CITY,CHARLEVOIX,MI,49712,45.20645,-84.98279,Plastics and Rubber,NO,93.0,0.0,0.0,93.0
STEPAN CO,WINDER,BARROW,GA,30680,33.999886,-83.785401,Chemicals,YES,5.0,5.0,0.0,260.0
FLINT HILLS RESOURCES CORPUS CHRISTI LLC WACO TERMINAL,WACO,MCLENNAN,TX,76705,31.5656,-97.1003,Petroleum Bulk Terminals,NO,1235.0,0.0,0.0,1419.0
HOLLIDAY ROCK - FOOTHILL,UPLAND,SAN BERNARDINO,CA,91786,34.106798,-117.693801,Petroleum,YES,0.291,0.0,0.0,0.671
AVIENT CORP NORTH BALTIMORE,NORTH BALTIMORE,WOOD,OH,45872,41.1791,-83.66913,Chemicals,NO,0.0,0.0,0.0,0.0
MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,DETROIT,WAYNE,MI,48217,42.280556,-83.152778,Petroleum,NO,1600.0,0.0,0.0,11500.0
HOMELAND ENERGY SOLUTIONS LLC,LAWLER,CHICKASAW,IA,52154,43.073373,-92.138309,Chemicals,YES,1637.0,0.0,0.0,1656.0
INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,VICTORIA,TX,77905,28.673056,-96.953611,Chemicals,NO,30898.0,0.0,0.0,185297.0
W.R. GRACE & CO.,ALBANY,LINN,OR,97322,44.6276,-123.1028,Chemicals,NO,943.0,0.0,0.0,971.0
STERLING SPECIALTY CHEMICALS LLC,SAND SPRINGS,TULSA,OK,74063,36.129986,-96.099027,Chemicals,YES,8.0,0.0,0.0,296.0
PHILLIPS 66 CO OKLAHOMA CITY PRODUCTS TERMINAL,OKLAHOMA CITY,OKLAHOMA,OK,73117,35.47509,-97.436591,Petroleum Bulk Terminals,YES,360.0,1.0,0.0,491.0
CORIXA CORP D/B/A GLAXOSMITHKLINE VACCINES - HAMILTON,HAMILTON,RAVALLI,MT,59840,46.285229,-114.146063,Chemicals,NO,202.7,0.0,0.0,202.7
US DOE PANTEX PLANT,PANHANDLE,CARSON,TX,79068,35.307037,-101.559419,Chemicals,YES,0.0,0.0,0.0,4423.35
HUDSON TECHNOLOGIES CO,ATLANTA,COBB,GA,30339,33.83123,-84.46572,Chemical Wholesalers,NO,0.0,0.0,0.0,0.0
BARTON SOLVENTS INC COUNCIL BLUFFS,COUNCIL BLUFFS,POTTAWATTAMIE,IA,51501,41.25288,-95.87648,Chemical Wholesalers,YES,9.48,0.0,0.0,19.42
CITGO PETROLEUM CORP,SULPHUR,CALCASIEU PARISH,LA,70665,30.18149,-93.324051,Petroleum,NO,13569.0,0.0,0.0,27888.0
RED RIVER ENERGY LLC,ROSHOLT,ROBERTS,SD,57260,45.872608,-96.725109,Chemicals,YES,7712.0,0.0,0.0,9895.0
FUTUREFUEL CHEMICAL CO,BATESVILLE,INDEPENDENCE,AR,72501,35.722342,-91.524983,Chemicals,NO,2.0,0.0,0.0,1572.0
HYDRITE CHEMICAL CO.,COTTAGE GROVE,DANE,WI,53527,43.076667,-89.202222,Chemicals,NO,25.83,0.0,0.0,66.9
CENTRAL INDIANA ETHANOL LLC,MARION,GRANT,IN,46952,40.56492,-85.72772,Chemicals,YES,333.88,0.0,0.0,345.63
SI GROUP INC,ROTTERDAM JUNCTION,SCHENECTADY,NY,12150,42.860644,-74.025053,Chemicals,YES,12.2,1.35,0.0,14.35
EQUISTAR CHEMICALS CLINTON PLANT,CLINTON,CLINTON,IA,52732,41.807,-90.296,Chemicals,YES,152.4,7.5,0.0,1598.8
SCOTTS CO,MARYSVILLE,UNION,OH,43041,40.209703,-83.313333,Chemicals,NO,4.0,1.4,0.0,5.4
DDP SPECIALTY ELECTRONIC MATERIALS US 5 LLC,WEST ALEXANDRIA,PREBLE,OH,45381,39.744311,-84.526162,Chemicals,NO,1857.1,0.0,0.0,1944.3
GREENFIELD GLOBAL USA INC.,SHELBYVILLE,SHELBY,KY,40065,38.2031,-85.27408,Chemicals,NO,0.0,0.0,0.0,0.0
FRIT INDUSTRIES,WALNUT RIDGE,LAWRENCE,AR,72476,36.117346,-90.933714,Chemicals,NO,5.0,0.0,0.0,10.0
TORNADO GAS PLANT,MENTONE,LOVING,TX,79754,31.980831,-103.704671,Natural Gas Processing,NO,326.0,0.0,0.0,326.0
GODLEY GAS PLANT,GODLEY,JOHNSON,TX,76044,32.49973,-97.55173,Natural Gas Processing,NO,0.0,0.0,0.0,0.0
VALERO RENEWABLE FUELS-MOUNT VERNON,MOUNT VERNON,POSEY,IN,47620,37.933569,-87.873408,Chemicals,NO,0.0,0.0,0.0,1.0
MARATHON PETROLEUM CO LP ILLINOIS REFINING DIV,ROBINSON,CRAWFORD,IL,62454,39.002146,-87.725378,Petroleum,YES,120.1,0.0,0.0,655.1
AVANTOR PERFORMANCE MATERIALS,PHILLIPSBURG,WARREN,NJ,8865,40.703099,-75.197676,Chemicals,YES,2.0,0.0,0.0,2.0
POLYNT COMPOSITES USA INC. - HOUSTON,HOUSTON,HARRIS,TX,77051,29.67204,-95.39162,Chemicals,NO,244.37,0.0,0.0,250.37
GEO SPECIALTY CHEMICALS INC.,CEDARTOWN,POLK,GA,30125,34.019632,-85.270141,Chemicals,NO,250.0,0.0,0.0,500.0
VALPAC INC.,FEDERALSBURG,CAROLINE,MD,21632,38.686861,-75.758883,Chemicals,YES,63.0,0.0,0.0,76.0
CARLISLE POLYURETHANE SYSTEMS,MARYLAND HEIGHTS,ST LOUIS,MO,63043,38.709306,-90.421306,Chemicals,NO,0.0,0.0,0.0,5.0
FLYERS ENERGY #3001,SPARKS,WASHOE,NV,89431,39.5295,-119.74339,Petroleum Bulk Terminals,YES,0.0,0.0,0.0,0.0
CHS INC.  LAUREL REFINERY,LAUREL,YELLOWSTONE,MT,59044,45.65922,-108.76778,Petroleum,NO,99.0,0.0,0.0,737.0
WEYLCHEM US INC.,ELGIN,KERSHAW,SC,29045,34.136389,-80.764722,Chemicals,NO,481.0,0.0,0.0,2483.0
MPLX TERMINALS LLC - BRECKSVILLE OH TERMINAL,BRECKSVILLE,CUYAHOGA,OH,44141,41.27824,-81.62726,Petroleum Bulk Terminals,YES,4.0,0.0,0.0,6.0
CITGO REFINING & CHEMICALS CO LP-WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.8103,-97.49828,Petroleum,YES,0.47,0.0,0.0,22.47
DYSTAR LP,REIDSVILLE,ROCKINGHAM,NC,27320,36.32093,-79.64907,Chemicals,NO,0.0,0.0,0.0,0.0
JOHNS MANVILLE-BELGRADE PLANT,BELGRADE,GALLATIN,MT,59714,45.77497,-111.17818,Plastics and Rubber,NO,0.0,0.0,0.0,0.0
3M CHEMICAL OPERATIONS' CORDOVA FACILITY,CORDOVA,ROCK ISLAND,IL,61242,41.755,-90.284167,Chemicals,NO,79.0,39.0,0.0,558.0
KANEKA NORTH AMERICA LLC,PASADENA,HARRIS,TX,77507,29.6209,-95.086874,Chemicals,NO,12573.0,0.0,0.0,13074.0
TENNESSEE TECHNICAL COATINGS CORP,LEWISBURG,MARSHALL,TN,37091,35.42915,-86.7625,Chemicals,NO,0.0,0.0,0.0,0.0
CHAMPIONX-ODESSA PLANT,ODESSA,ECTOR,TX,79762,31.873333,-102.302778,Chemicals,NO,0.0,0.0,0.0,0.0
CLARIANT CORP 12TH STREET FACILITY,LOUISVILLE,JEFFERSON,KY,40210,38.233611,-85.7755,Chemicals,NO,624.71,0.0,0.0,626.9
DPC ENTERPRISES LP,GLENDALE,MARICOPA,AZ,85301,33.511663,-112.164326,Chemical Wholesalers,NO,0.0,0.0,0.0,145.0
TNEMEC CO INC,NORTH KANSAS CITY,CLAY,MO,64116,39.14474,-94.58213,Chemicals,YES,2542.0,0.0,0.0,2732.0
HEARTLAND CORN PRODUCTS,WINTHROP,SIBLEY,MN,55396,44.541944,-94.341667,Chemicals,NO,0.0,0.0,0.0,0.0
WEBB CHEMICAL SERVICE CORP,MUSKEGON HEIGHTS,MUSKEGON,MI,49444,43.20207,-86.23097,Chemical Wholesalers,NO,39.75,0.0,0.0,217.63
BASIN ELECTRIC ANTELOPE VALLEY STATION,BEULAH,MERCER,ND,58523,47.370445,-101.838042,Chemicals,NO,985.0,0.0,0.0,985.0
BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,DES MOINES,POLK,IA,50313,41.64499,-93.62136,Plastics and Rubber,NO,0.17,0.0,0.0,0.29
CROWLEY PALMER FACILITY,PALMER,MATANUSKA-SUSITNA BOROUGH,AK,99645,61.585511,-149.111465,Petroleum Bulk Terminals,YES,188.0,0.0,0.0,188.94
POET BIOREFNING - PRESTON LLC,PRESTON,FILLMORE,MN,55965,43.6861,-92.0917,Chemicals,YES,0.0,0.0,0.0,0.0
KANEKA NORTH AMERICA LLC,PASADENA,HARRIS,TX,77507,29.6209,-95.086874,Chemicals,YES,1.0,0.0,0.0,42.0
UNIVAR SOLUTIONS-PHOENIX,PHOENIX,MARICOPA,AZ,85043,33.446944,-112.158056,Chemical Wholesalers,NO,0.016,0.0,0.0,66.761
JAYHAWK FINE CHEMICALS CORP,GALENA,CHEROKEE,KS,66739,37.1172,-94.6765,Chemicals,NO,1065.0,0.0,0.0,1070.0
WESTLAKE US 2 LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2235,-93.2869,Chemicals,YES,31000.0,2300.0,0.0,34300.0
MEXICHEM SPECIALTY RESINS INC,HENRY,MARSHALL,IL,61537,41.13525,-89.341073,Chemicals,NO,45126.99,0.0,0.0,45126.99
FUTUREFUEL CHEMICAL CO,BATESVILLE,INDEPENDENCE,AR,72501,35.722342,-91.524983,Chemicals,NO,4000.0,0.0,0.0,28000.0
TEXTILE RUBBER AND CHEMICAL COMPANY (PTG GROUP),DALTON,WHITFIELD,GA,30721,34.686603,-84.991472,Chemicals,NO,0.0,0.0,0.0,2.0
ALON REFINING KROTZ SPRINGS INC,KROTZ SPRINGS,ST. LANDRY PARISH,LA,70750,30.526504,-91.748383,Petroleum,YES,176.0,0.0,0.0,188.0
ONEOK FIELD SVC/MAYSVILLE GAS PLT,MAYSVILLE,GARVIN,OK,73057,34.81455,-97.440591,Natural Gas Processing,YES,26569.0,0.0,0.0,26569.0
MOTIVA-PORT ARTHUR REFINERY,PORT ARTHUR,JEFFERSON,TX,77640,29.883333,-93.958333,Petroleum,NO,0.0,0.0,0.0,0.0
EQUISTAR CHEMICALS CLINTON PLANT,CLINTON,CLINTON,IA,52732,41.807,-90.296,Chemicals,YES,0.3,0.8,0.0,1.1
BAKER PETROLITE BAYPORT FACILI TY,PASADENA,HARRIS,TX,77507,29.647681,-95.063794,Chemicals,NO,22.729,0.0,0.0,22.729
CITGO PETROLEUM CORP,BRAINTREE,NORFOLK,MA,2184,42.233208,-70.976072,Petroleum Bulk Terminals,NO,459.0,0.0,0.0,621.0
CROWLEY VALDEZ FACILITY,VALDEZ,VALDEZ-CORDOVA CENSUS AREA,AK,99686,61.12502,-146.261156,Petroleum Bulk Terminals,YES,289.0,0.0,0.0,290.4
AKZONOBEL COATINGS INC,PONTIAC,OAKLAND,MI,48341,42.6263,-83.2891,Chemicals,YES,250.0,0.0,0.0,500.0
ABSOLUTE ENERGY LLC,SAINT ANSGAR,MITCHELL,IA,50472,43.49951,-92.91709,Chemicals,NO,4774.19,0.0,0.0,4774.19
JR PETERS INC,ALLENTOWN,LEHIGH,PA,18106,40.59171,-75.60563,Chemicals,NO,0.0,0.0,0.0,0.0
PBF LOGISTICS PRODUCTS TERMINAL LLC,TOLEDO,LUCAS,OH,43605,41.633148,-83.503172,Petroleum Bulk Terminals,NO,750.0,0.0,0.0,5550.0
CHEVRON PHILLIPS CHEMICAL CO LP,BAYTOWN,HARRIS,TX,77521,29.826,-94.921917,Chemicals,NO,62.0,0.0,0.0,781.0
TOPCOAT,WALPOLE,NORFOLK,MA,2081,42.11842,-71.2689,Chemicals,NO,0.0,0.0,0.0,0.0
DOREMUS TERMINAL LLC,NEWARK,ESSEX,NJ,7105,40.72865,-74.12194,Chemical Wholesalers,NO,18.0,0.0,0.0,34.0
GREEN PLAINS FAIRMONT LLC,FAIRMONT,MARTIN,MN,56031,43.664021,-94.492559,Chemicals,NO,0.0,0.0,0.0,0.0
ARMACELL LLC,SPENCER,ROANE,WV,25276,38.803688,-81.353442,Plastics and Rubber,NO,250.0,0.0,0.0,250.0
DELAWARE CITY REFINERY,DELAWARE CITY,NEW CASTLE,DE,19706,39.591,-75.634,Petroleum,NO,63.0,0.0,0.0,63.0
MILLER CHEMICAL & FERTILIZER LLC,HANOVER,ADAMS,PA,17331,39.81937,-77.00133,Chemicals,NO,0.0,0.0,0.0,0.0
COLONIAL CHEMICAL INC,SOUTH PITTSBURG,MARION,TN,37380,34.99767,-85.64357,Chemicals,NO,128.77,0.0,0.0,13628.77
PHILLIPS 66 CO EAST ST LOUIS TERMINAL,CAHOKIA,ST. CLAIR,IL,62206,38.57764,-90.189398,Petroleum Bulk Terminals,YES,0.1,0.0,0.0,0.3
SOUTH PACIFIC PETROLEUM CORP,PITI,GUAM,GU,96925,13.464108,144.663331,Petroleum Bulk Terminals,NO,7.0,0.0,0.0,1516.0
FIRST SOURCE WORLDWIDE LLC,MILWAUKEE,MILWAUKEE,WI,53226,43.03063,-88.05946,Chemical Wholesalers,YES,0.0,0.0,0.0,0.0
PHILLIPS 66 FERNDALE REFINERY,FERNDALE,WHATCOM,WA,98248,48.830142,-122.692114,Petroleum,YES,2432.0,0.0,0.0,6983.0
EQUILON CARSON TERMINAL,CARSON,LOS ANGELES,CA,90810,33.83937,-118.23673,Petroleum Bulk Terminals,NO,1225.0,0.0,0.0,1536.0
MARQUIS ENERGY - ILLINOIS LLC,HENNEPIN,PUTNAM,IL,61327,41.276218,-89.31781,Chemicals,NO,27.0,0.0,0.0,5442.0
INTERPLASTIC CORP,HAWTHORNE,LOS ANGELES,CA,90250,33.92036,-118.31783,Chemicals,NO,11.0,0.0,0.0,11.0
ECO SERVICES OPERATIONS CORP.,HOUSTON,HARRIS,TX,77012,29.718139,-95.26875,Chemicals,NO,211.37,0.0,0.0,211.37
GOLDEN GRAIN ENERGY LLC,MASON CITY,CERRO GORDO,IA,50401,43.11615,-93.22869,Chemicals,YES,0.0,0.0,0.0,0.0
CITGO PETROLEUM CORP,TAMPA,HILLSBOROUGH,FL,33605,27.932074,-82.444824,Petroleum Bulk Terminals,NO,283.0,0.0,0.0,287.0
NORTHEAST PAVING SPRINGDALE PLANT,SPRINGDALE,ALLEGHENY,PA,15144,40.53859,-79.77402,Petroleum,NO,0.0,0.0,0.0,0.0
CELANESE LTD BAY CITY PLANT,BAY CITY,MATAGORDA,TX,77414,28.861921,-96.020763,Chemicals,NO,652.0,0.0,0.0,780.0
DAP GLOBAL INC,SPARROWS POINT,BALTIMORE,MD,21219,39.24907,-76.458388,Chemicals,NO,1.0,0.0,0.0,2.0
PHILLIPS 66 FERNDALE REFINERY,FERNDALE,WHATCOM,WA,98248,48.830142,-122.692114,Petroleum,NO,6117.0,0.0,0.0,9580.0
DEER PARK_TX (ROH),DEER PARK,HARRIS,TX,77536,29.73,-95.102778,Chemicals,NO,11587.0,0.0,0.0,13359.0
CHEMICAL & METAL INDUSTRIES INC,HUDSON,WELD,CO,80642,40.08956,-104.61213,Chemicals,YES,0.0,0.0,0.0,0.0
WESTLAKE US 2 LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2235,-93.2869,Chemicals,NO,80.0,0.0,0.0,530.0
MOCANE CRYOGENIC PLANT,FORGAN,BEAVER,OK,73938,36.89515,-100.39659,Natural Gas Processing,NO,128.0,0.0,0.0,229.0
FISHER SCIENTIFIC CO. L.L.C.,BRIDGEWATER,SOMERSET,NJ,8807,40.571703,-74.664815,Chemical Wholesalers,NO,0.0,0.0,0.0,0.0
FORT AMANDA SPECIALTIES LLC,LIMA,ALLEN,OH,45804,40.718333,-84.130806,Chemicals,NO,0.0,0.0,0.0,0.0
THARALDSON ETHANOL PLANT I LLC,CASSELTON,CASS,ND,58012,46.90411,-97.26349,Chemicals,NO,0.0,0.0,0.0,0.0
COIM USA INC,WEST DEPTFORD,GLOUCESTER,NJ,8066,39.820003,-75.216459,Chemicals,NO,0.0,0.0,0.0,0.0
KOBO PRODUCTS INC,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,40.5669,-74.42441,Chemicals,NO,0.0,0.0,0.0,0.0
DREXEL CHEMICAL CO,CORDELE,CRISP,GA,31015,31.954392,-83.716743,Chemicals,NO,0.49,0.0,0.0,3.833
CELANESE EMULSIONS ENOREE PLANT,ENOREE,SPARTANBURG,SC,29335,34.677171,-81.978869,Chemicals,NO,0.0,0.0,0.0,0.0
KINGSFORD MANUFACTURING CO,KEYSER,MINERAL,WV,26726,39.47722,-79.0664,Chemicals,NO,112.49,0.0,0.0,112.49
SUN CHEMICAL CORP,PHILADELPHIA,PHILADELPHIA,PA,19132,40.00273,-75.18434,Chemicals,NO,717.4,0.0,0.0,844.0
BRENNTAG GREAT LAKES LLC,TOLEDO,LUCAS,OH,43607,41.641396,-83.577988,Chemical Wholesalers,NO,5.0,0.0,0.0,10.0
PROSOL INC.,OZARK,DALE,AL,36360,31.487683,-85.677286,Chemicals,NO,0.0,0.0,0.0,0.0
STABILIT AMERICA INC.,MOSCOW,FAYETTE,TN,38057,35.063281,-89.374489,Plastics and Rubber,NO,67.0,0.0,0.0,6936.0
